activity_nr,rel_type,rel_act_nr,rel_safety,rel_health,load_dt
344772355,R,1600052,,X,2020-08-17 00:28:26 EDT
344772470,A,1599495,,,2020-08-17 00:28:26 EDT
344772488,R,1598836,X,,2020-08-17 00:28:26 EDT
344772504,C,1593223,X,,2020-08-17 00:28:26 EDT
344772512,A,1598845,,,2020-08-17 00:28:26 EDT
344772520,R,1550249,X,,2020-08-17 00:28:26 EDT
344772538,C,1598145,,X,2020-08-17 00:28:26 EDT
344772546,R,1547125,X,,2020-08-17 00:28:26 EDT
344772553,C,1595959,X,,2020-08-17 00:28:26 EDT
344772561,C,1589071,X,,2020-08-17 00:28:26 EDT
344772579,R,1600251,X,,2020-08-17 00:28:26 EDT
344772595,C,1599590,X,,2020-08-17 00:28:26 EDT
344772629,R,1593586,,X,2020-08-17 00:28:26 EDT
344772637,R,1596740,X,,2020-08-17 00:28:26 EDT
344772652,R,1597492,,X,2020-08-17 00:28:26 EDT
344772660,R,1600866,X,,2020-08-17 00:28:26 EDT
344772678,C,1598978,X,,2020-08-17 00:28:26 EDT
344772694,R,1598993,X,,2020-08-17 00:28:26 EDT
344772835,C,1599610,X,,2020-08-17 00:28:26 EDT
344772850,C,1600259,X,,2020-06-18 00:27:26 EDT
344772876,R,1600269,X,,2020-08-17 00:28:26 EDT
344772892,A,1600271,,,2020-08-17 00:28:26 EDT
344772918,R,1609680,X,,2020-08-17 00:28:26 EDT
344772934,C,1553315,X,,2020-08-17 00:28:26 EDT
344772959,R,1599734,X,,2020-08-17 00:28:26 EDT
344772975,R,1599360,X,,2020-08-17 00:28:26 EDT
344772983,C,1598401,X,,2020-08-17 00:28:26 EDT
344773007,C,1532990,,X,2020-08-17 00:28:26 EDT
344773031,R,1600283,X,,2020-08-17 00:28:26 EDT
344773056,R,1600283,X,,2020-08-17 00:28:26 EDT
344773064,R,1600283,X,,2020-08-17 00:28:26 EDT
344773098,A,1600470,,,2020-08-17 00:28:26 EDT
344773106,C,1597062,X,,2020-08-17 00:28:26 EDT
344773122,R,1600306,X,,2020-08-17 00:28:26 EDT
344773148,R,1597647,X,,2020-08-17 00:28:26 EDT
344773163,C,1600329,X,,2020-08-17 00:28:26 EDT
344773171,C,1597062,X,,2020-08-17 00:28:26 EDT
344773189,R,1600319,X,,2020-08-17 00:28:26 EDT
344773189,R,1600319,,X,2020-08-17 00:28:26 EDT
344773197,R,1600337,X,,2020-08-17 00:28:26 EDT
344773213,R,1590281,X,,2020-08-17 00:28:26 EDT
344773221,I,1456578,,,2020-08-17 00:28:26 EDT
344773239,I,1477011,,X,2020-08-17 00:28:26 EDT
344773239,R,1590123,X,,2020-08-17 00:28:26 EDT
344773247,A,1599993,,,2020-08-17 00:28:26 EDT
344773262,C,1598443,X,,2020-08-17 00:28:26 EDT
344773270,R,1600363,X,,2020-08-17 00:28:26 EDT
344773288,C,1598478,X,,2020-08-17 00:28:26 EDT
344773304,C,1599119,X,,2020-08-17 00:28:26 EDT
344773312,R,1600369,X,,2020-08-17 00:28:26 EDT
344773320,R,1600338,X,,2020-08-17 00:28:26 EDT
344773338,I,1477188,,X,2020-08-17 00:28:26 EDT
344773346,I,1466467,,X,2020-08-17 00:28:26 EDT
344773379,R,1550387,X,,2020-08-17 00:28:26 EDT
344773387,C,1599885,X,,2020-08-17 00:28:26 EDT
344773395,R,1600396,X,,2020-08-17 00:28:26 EDT
344773403,C,1599331,X,,2020-08-17 00:28:26 EDT
344773429,R,1600413,X,,2020-08-17 00:28:26 EDT
344773452,R,1599333,X,,2020-08-17 00:28:26 EDT
344773460,A,1599992,,,2020-08-17 00:28:26 EDT
344773478,R,1588354,,X,2020-08-17 00:28:26 EDT
344773486,I,1448072,,X,2020-08-17 00:28:26 EDT
344773494,C,1551875,,X,2020-08-17 00:28:26 EDT
344773494,C,1551875,X,,2020-08-17 00:28:26 EDT
344773502,C,1599874,,X,2020-08-17 00:28:26 EDT
344773510,R,1595676,,X,2020-08-17 00:28:26 EDT
344773510,R,1597117,,X,2020-08-17 00:28:26 EDT
344773510,R,1600415,,X,2020-08-17 00:28:26 EDT
344773528,C,1528581,X,,2020-08-17 00:28:26 EDT
344773536,C,1600542,X,,2020-08-17 00:28:26 EDT
344773544,C,1599627,X,,2020-08-17 00:28:26 EDT
344773551,C,1600428,X,,2020-08-17 00:28:26 EDT
344773569,R,1600444,X,,2020-08-17 00:28:26 EDT
344773577,C,1599237,,X,2020-08-17 00:28:26 EDT
344773577,C,1599237,X,,2020-08-17 00:28:26 EDT
344773585,R,1600433,X,,2020-08-17 00:28:26 EDT
344773601,C,1586778,,X,2020-08-17 00:28:26 EDT
344773619,C,1599847,X,,2020-08-17 00:28:26 EDT
344773635,A,1599973,,,2020-08-17 00:28:26 EDT
344773650,R,1600270,X,,2020-08-17 00:28:26 EDT
344773668,A,1600039,,,2020-08-17 00:28:26 EDT
344773676,C,1570510,,X,2020-08-17 00:28:26 EDT
344773684,C,1597064,,X,2020-08-17 00:28:26 EDT
344773692,A,1600471,,,2020-08-17 00:28:26 EDT
344773700,I,1355740,X,,2020-08-17 00:28:26 EDT
344773700,I,1400844,,X,2020-08-17 00:28:26 EDT
344773718,I,1401254,,X,2020-08-17 00:28:26 EDT
344773718,I,1484291,X,,2020-08-17 00:28:26 EDT
344773726,A,1599998,,,2020-08-17 00:28:26 EDT
344773742,R,1595258,X,,2020-08-17 00:28:26 EDT
344773759,A,1600550,,,2020-08-17 00:28:26 EDT
344773767,A,1600043,,,2020-08-17 00:28:26 EDT
344773775,C,1499072,X,,2020-08-17 00:28:26 EDT
344773775,I,1437869,,,2020-08-17 00:28:26 EDT
344773791,A,1600541,,,2020-08-17 00:28:26 EDT
344773809,C,1600545,,X,2020-08-17 00:28:26 EDT
344773825,C,1597062,X,,2020-08-17 00:28:26 EDT
344773833,C,1591102,X,,2020-08-17 00:28:26 EDT
344773866,A,1599835,,,2020-08-17 00:28:26 EDT
344773882,R,1600510,X,,2020-08-17 00:28:26 EDT
344773890,C,1596908,X,,2020-08-17 00:28:26 EDT
344773932,R,1569722,,X,2020-08-17 00:28:26 EDT
344773957,C,1551077,,X,2020-08-17 00:28:26 EDT
344773957,C,1551077,X,,2020-08-17 00:28:26 EDT
344773965,R,1599913,X,,2020-08-17 00:28:26 EDT
344773973,C,1600452,,X,2020-08-17 00:28:26 EDT
344774013,R,1599952,X,,2020-08-17 00:28:26 EDT
344774039,A,1600630,,,2020-08-17 00:28:26 EDT
344774054,A,1600352,,,2020-08-17 00:28:26 EDT
344774062,A,1600639,,,2020-08-17 00:28:26 EDT
344774088,I,1334089,,,2020-08-17 00:28:26 EDT
344774096,R,1526419,X,,2020-08-17 00:28:26 EDT
344774120,C,1598777,,X,2020-08-17 00:28:26 EDT
344774138,C,1547096,,X,2020-08-17 00:28:26 EDT
344774138,C,1547096,X,,2020-08-17 00:28:26 EDT
344774146,R,1599086,X,,2020-08-17 00:28:26 EDT
344774153,I,1376404,X,,2020-08-17 00:28:26 EDT
344774179,R,1600643,,X,2020-08-17 00:28:26 EDT
344774187,R,1579187,,X,2020-08-17 00:28:26 EDT
344774195,C,1595049,X,,2020-08-17 00:28:26 EDT
344774195,C,1595049,,X,2020-08-17 00:28:26 EDT
344774203,R,1581419,,X,2020-08-17 00:28:26 EDT
344774245,R,1599262,X,,2020-08-17 00:28:26 EDT
344774252,A,1596268,,,2020-08-17 00:28:26 EDT
344774260,C,1594752,,X,2020-08-17 00:28:26 EDT
344774260,R,1599304,X,,2020-08-17 00:28:26 EDT
344774278,A,1600626,,,2020-08-17 00:28:26 EDT
344774286,I,1456597,X,,2020-08-17 00:28:26 EDT
344774294,C,1568148,,X,2020-08-17 00:28:26 EDT
344774310,R,1592725,,X,2020-08-17 00:28:26 EDT
344774328,R,1591320,,X,2020-08-17 00:28:26 EDT
344774336,C,1599226,,X,2020-08-17 00:28:26 EDT
344774336,C,1599226,X,,2020-08-17 00:28:26 EDT
344774344,A,1600635,,,2020-08-17 00:28:26 EDT
344774351,A,1600496,,,2020-08-17 00:28:26 EDT
344774369,A,1600690,,,2020-08-17 00:28:26 EDT
344774377,R,1600700,X,,2020-08-17 00:28:26 EDT
344774427,A,1598038,,,2020-08-17 00:28:26 EDT
344774435,R,1079399,X,,2020-08-17 00:28:26 EDT
344774443,A,1600730,,,2020-08-17 00:28:26 EDT
344774450,C,1600764,X,,2020-08-17 00:28:26 EDT
344774476,C,1600819,X,,2020-08-17 00:28:26 EDT
344774484,R,1600821,X,,2020-08-17 00:28:26 EDT
344774492,R,1600822,X,,2020-08-17 00:28:26 EDT
344774500,R,1600823,X,,2020-08-17 00:28:26 EDT
344774534,C,1595957,X,,2020-08-17 00:28:26 EDT
344774559,I,1476434,,,2020-08-17 00:28:26 EDT
344774575,C,1575208,X,,2020-08-17 00:28:26 EDT
344774583,C,1560346,,X,2020-08-17 00:28:26 EDT
344774583,C,1561770,,X,2020-08-17 00:28:26 EDT
344774591,C,1559657,,X,2020-08-17 00:28:26 EDT
344774609,R,1593581,X,,2020-08-17 00:28:26 EDT
344774617,C,1596753,X,,2020-08-17 00:28:26 EDT
344774674,C,1598998,,X,2020-08-17 00:28:26 EDT
344774682,A,1600865,,,2020-08-17 00:28:26 EDT
344774716,R,1600252,X,,2020-08-17 00:28:26 EDT
344774724,R,1600252,X,,2020-08-17 00:28:26 EDT
344774732,R,1599619,X,,2020-08-17 00:28:26 EDT
344774740,C,1599623,X,,2020-08-17 00:28:26 EDT
344774757,R,1600253,X,,2020-08-17 00:28:26 EDT
344774765,C,1600254,X,,2020-08-17 00:28:26 EDT
344774773,C,1600258,X,,2020-06-26 00:27:56 EDT
344774815,R,1600868,X,,2020-08-17 00:28:26 EDT
344774849,R,1599619,X,,2020-08-17 00:28:26 EDT
344774856,C,1600870,X,,2020-08-17 00:28:26 EDT
344774864,R,1600871,X,,2020-08-17 00:28:26 EDT
344774872,R,1600866,X,,2020-08-17 00:28:26 EDT
344774906,R,1598537,X,,2020-08-17 00:28:26 EDT
344774914,A,1599646,X,,2020-08-17 00:28:26 EDT
344774922,C,1599048,X,,2020-08-17 00:28:26 EDT
344774930,C,1596162,,X,2020-08-17 00:28:26 EDT
344774930,C,1596162,X,,2020-08-17 00:28:26 EDT
344774963,R,1600892,X,,2020-08-17 00:28:26 EDT
344774971,C,1599012,X,,2020-08-17 00:28:26 EDT
344774989,I,1452626,,,2020-08-17 00:28:26 EDT
344775010,C,1599460,X,,2020-08-17 00:28:26 EDT
344775028,I,1427024,,X,2020-08-17 00:28:26 EDT
344775051,C,1599695,X,,2020-08-17 00:28:26 EDT
344775051,C,1599695,,X,2020-08-17 00:28:26 EDT
344775069,I,1437516,X,,2020-08-17 00:28:26 EDT
344775077,C,1596162,,X,2020-08-17 00:28:26 EDT
344775077,C,1596162,X,,2020-08-17 00:28:26 EDT
344775093,R,1597740,X,,2020-08-17 00:28:26 EDT
344775101,R,1600886,X,,2020-08-17 00:28:26 EDT
344775119,A,1600540,,,2020-08-17 00:28:26 EDT
344775127,A,1600688,,,2020-08-17 00:28:26 EDT
344775127,R,1603297,,X,2020-08-17 00:28:26 EDT
344775135,R,1601015,,X,2020-08-17 00:28:26 EDT
344775150,R,1600897,X,,2020-08-17 00:28:26 EDT
344775168,R,1600901,X,,2020-08-17 00:28:26 EDT
344775176,R,1600577,X,,2020-08-17 00:28:26 EDT
344775184,R,1600910,X,,2020-08-17 00:28:26 EDT
344775192,R,1600978,X,,2020-08-17 00:28:26 EDT
344775200,,1601004,,,2020-08-17 00:28:26 EDT
344775218,A,1599672,,,2020-08-17 00:28:26 EDT
344775234,R,1600932,X,,2020-08-17 00:28:26 EDT
344775242,R,1598315,X,,2020-08-17 00:28:26 EDT
344775267,R,1601150,X,,2020-08-17 00:28:26 EDT
344775283,C,1600667,,X,2020-08-17 00:28:26 EDT
344775291,C,1600585,,X,2020-08-17 00:28:26 EDT
344775309,R,1601045,X,,2020-08-17 00:28:26 EDT
344775317,R,1608054,,X,2020-08-17 00:28:26 EDT
344775317,R,1608069,,X,2020-08-17 00:28:26 EDT
344775317,A,1600600,,,2020-08-17 00:28:26 EDT
344775317,R,1628155,,X,2020-08-17 00:28:26 EDT
344775325,R,1591021,,X,2020-08-17 00:28:26 EDT
344775341,A,1600020,,,2020-08-17 00:28:26 EDT
344775374,C,1601071,X,,2020-08-17 00:28:26 EDT
344775390,R,1601088,X,,2020-08-17 00:28:26 EDT
344775416,R,1599838,X,,2020-08-17 00:28:26 EDT
344775424,R,1597914,,X,2020-08-17 00:28:26 EDT
344775432,R,1609483,X,,2020-08-17 00:28:26 EDT
344775440,R,1600546,X,,2020-08-17 00:28:26 EDT
344775457,A,1600046,,,2020-08-17 00:28:26 EDT
344775465,A,1600670,,,2020-08-17 00:28:26 EDT
344775523,C,1601010,X,,2020-08-17 00:28:26 EDT
344775549,R,1585127,,X,2020-08-17 00:28:26 EDT
344775580,C,1601016,,X,2020-08-17 00:28:26 EDT
344775614,C,1543167,X,,2020-08-17 00:28:26 EDT
344775655,R,1601190,X,,2020-08-17 00:28:26 EDT
344775663,R,1599458,,X,2020-08-17 00:28:26 EDT
344775689,C,1565242,,X,2020-08-17 00:28:26 EDT
344775697,C,1551537,X,,2020-08-17 00:28:26 EDT
344775705,C,1552375,X,,2020-08-17 00:28:26 EDT
344775721,R,1601225,X,,2020-08-17 00:28:26 EDT
344775754,R,1599658,X,,2020-08-17 00:28:26 EDT
344775762,A,1601878,,,2020-08-17 00:28:26 EDT
344775788,A,1582645,,,2020-08-17 00:28:26 EDT
344775804,R,1601289,X,,2020-08-17 00:28:26 EDT
344775838,R,1601266,X,,2020-08-17 00:28:26 EDT
344775853,R,1594082,,X,2020-08-17 00:28:26 EDT
344775861,A,1601169,,X,2020-08-17 00:28:26 EDT
344775879,C,1601287,X,,2020-08-17 00:28:26 EDT
344775887,A,1600426,,,2020-08-17 00:28:26 EDT
344775895,C,1592367,X,,2020-08-17 00:28:26 EDT
344775911,C,1598752,X,,2020-08-17 00:28:26 EDT
344775929,R,1601228,X,,2020-08-17 00:28:26 EDT
344775937,C,1557373,,X,2020-08-17 00:28:26 EDT
344775945,C,1592370,X,,2020-08-17 00:28:26 EDT
344775952,A,1600426,,,2020-08-17 00:28:26 EDT
344775978,I,1438952,X,,2020-08-17 00:28:26 EDT
344775978,I,1438952,,X,2020-08-17 00:28:26 EDT
344775986,A,1584915,,,2020-08-17 00:28:26 EDT
344776000,A,1600698,,,2020-08-17 00:28:26 EDT
344776018,R,1598699,X,,2020-08-17 00:28:26 EDT
344776042,C,1576651,,X,2020-08-17 00:28:26 EDT
344776059,I,1191967,X,,2020-08-17 00:28:26 EDT
344776059,I,1191967,,X,2020-08-17 00:28:26 EDT
344776067,R,1601070,X,,2020-08-17 00:28:26 EDT
344776075,R,1595577,,X,2020-08-17 00:28:26 EDT
344776083,A,1601357,,,2020-08-17 00:28:26 EDT
344776083,A,1608219,,,2020-08-17 00:28:26 EDT
344776083,A,1637243,,,2020-08-17 00:28:26 EDT
344776109,C,1601360,,X,2020-08-17 00:28:26 EDT
344776109,C,1601360,X,,2020-08-17 00:28:26 EDT
344776133,C,1601307,,X,2020-08-17 00:28:26 EDT
344776174,C,1600440,,X,2020-08-17 00:28:26 EDT
344776190,A,1601325,,,2020-08-17 00:28:26 EDT
344776208,A,1596480,,,2020-08-17 00:28:26 EDT
344776216,A,1600572,,,2020-08-17 00:28:26 EDT
344776224,A,1594777,,,2020-08-17 00:28:26 EDT
344776232,A,1591303,,,2020-08-17 00:28:26 EDT
344776240,R,1601354,X,,2020-08-17 00:28:26 EDT
344776257,A,1600651,,,2020-08-17 00:28:26 EDT
344776273,C,1601347,X,,2020-08-17 00:28:26 EDT
344776281,C,1553322,,X,2020-08-17 00:28:26 EDT
344776281,C,1566411,,X,2020-08-17 00:28:26 EDT
344776299,A,1597224,,,2020-08-17 00:28:26 EDT
344776323,C,1597165,,X,2020-08-17 00:28:26 EDT
344776323,C,1600524,,X,2020-08-17 00:28:26 EDT
344776331,R,1601371,,X,2020-08-17 00:28:26 EDT
344776331,R,1601371,X,,2020-08-17 00:28:26 EDT
344776349,C,1600695,,X,2020-08-17 00:28:26 EDT
344776364,R,1601314,,X,2020-08-17 00:28:26 EDT
344776372,I,1457603,X,,2020-08-17 00:28:26 EDT
344776372,I,1457603,,X,2020-08-17 00:28:26 EDT
344776422,A,1597238,,,2020-08-17 00:28:26 EDT
344776521,A,1598016,,,2020-08-17 00:28:26 EDT
344776539,C,1600080,,X,2020-08-17 00:28:26 EDT
344776620,R,1584675,X,,2020-08-17 00:28:26 EDT
344776638,C,1600735,X,,2020-08-17 00:28:26 EDT
344776646,R,1601546,X,,2020-08-17 00:28:26 EDT
344776653,C,1596646,,X,2020-08-17 00:28:26 EDT
344776661,R,1587331,,X,2020-08-17 00:28:26 EDT
344776679,C,1592407,,X,2020-08-17 00:28:26 EDT
344776687,R,1594287,X,,2020-08-17 00:28:26 EDT
344776695,C,1575185,X,,2020-08-17 00:28:26 EDT
344776703,A,1601548,,,2020-08-17 00:28:26 EDT
344776711,R,1601549,X,,2020-08-17 00:28:26 EDT
344776729,C,1594925,X,,2020-08-17 00:28:26 EDT
344776737,C,1594925,X,,2020-08-17 00:28:26 EDT
344776745,C,1594925,X,,2020-08-17 00:28:26 EDT
344776752,C,1593535,,X,2020-08-17 00:28:26 EDT
344776778,C,1584698,,X,2020-08-17 00:28:26 EDT
344776786,C,1593576,X,,2020-08-17 00:28:26 EDT
344776786,I,1477679,,X,2020-08-17 00:28:26 EDT
344776794,I,1477678,X,,2020-08-17 00:28:26 EDT
344776794,C,1593576,X,,2020-08-17 00:28:26 EDT
344776794,I,1477678,,X,2020-08-17 00:28:26 EDT
344776802,C,1596028,,X,2020-08-17 00:28:26 EDT
344776836,C,1576462,,X,2020-08-17 00:28:26 EDT
344776844,R,1601636,X,,2020-08-17 00:28:26 EDT
344776885,R,1581692,,X,2020-08-17 00:28:26 EDT
344776893,R,1590958,X,,2020-08-17 00:28:26 EDT
344776901,R,1589140,X,,2020-08-17 00:28:26 EDT
344776919,R,1592656,X,,2020-08-17 00:28:26 EDT
344776927,C,1597488,,X,2020-08-17 00:28:26 EDT
344776935,R,1598974,X,,2020-08-17 00:28:26 EDT
344776950,R,1599624,X,,2020-08-17 00:28:26 EDT
344776968,C,1601643,X,,2020-06-26 00:27:56 EDT
344776976,C,1601644,X,,2020-06-18 00:27:26 EDT
344776992,R,1600266,X,,2020-08-17 00:28:26 EDT
344777008,R,1601645,X,,2020-08-17 00:28:26 EDT
344777016,R,1600882,X,,2020-08-17 00:28:26 EDT
344777057,R,1598984,X,,2020-08-17 00:28:26 EDT
344777099,I,1428055,X,,2020-08-17 00:28:26 EDT
344777115,C,1599043,X,,2020-08-17 00:28:26 EDT
344777123,R,1601661,X,,2020-08-17 00:28:26 EDT
344777131,R,1600500,X,,2020-08-17 00:28:26 EDT
344777149,C,1599975,X,,2020-08-17 00:28:26 EDT
344777156,R,1597074,,X,2020-08-17 00:28:26 EDT
344777172,A,1591105,X,,2020-08-17 00:28:26 EDT
344777180,C,1597537,X,,2020-08-17 00:28:26 EDT
344777206,C,1598479,,X,2020-08-17 00:28:26 EDT
344777206,C,1602192,,X,2020-08-17 00:28:26 EDT
344777230,R,1600952,X,,2020-08-17 00:28:26 EDT
344777248,C,1599131,X,,2020-08-17 00:28:26 EDT
344777263,A,1601720,,,2020-08-17 00:28:26 EDT
344777271,C,1599755,X,,2020-08-17 00:28:26 EDT
344777289,R,1601750,X,,2020-08-17 00:28:26 EDT
344777305,C,1576196,,X,2020-08-17 00:28:26 EDT
344777313,C,1579793,,X,2020-08-17 00:28:26 EDT
344777339,A,1601764,,,2020-08-17 00:28:26 EDT
344777347,A,1600702,,,2020-08-17 00:28:26 EDT
344777354,R,1599172,X,,2020-08-17 00:28:26 EDT
344777362,R,1583773,X,,2020-08-17 00:28:26 EDT
344777370,A,1599332,,,2020-08-17 00:28:26 EDT
344777388,R,1599806,X,,2020-08-17 00:28:26 EDT
344777396,A,1601810,,,2020-08-17 00:28:26 EDT
344777412,R,1597984,,X,2020-08-17 00:28:26 EDT
344777420,R,1585564,X,,2020-08-17 00:28:26 EDT
344777420,R,1585564,,X,2020-08-17 00:28:26 EDT
344777438,C,1601347,X,,2020-08-17 00:28:26 EDT
344777446,A,1600685,,,2020-08-17 00:28:26 EDT
344777453,R,1601323,,X,2020-08-17 00:28:26 EDT
344777461,A,1600692,,,2020-08-17 00:28:26 EDT
344777479,R,1588484,X,,2020-08-17 00:28:26 EDT
344777487,C,1600322,,X,2020-08-17 00:28:26 EDT
344777503,R,1599344,X,,2020-06-17 00:28:32 EDT
344777511,C,1600472,,X,2020-08-17 00:28:26 EDT
344777529,R,1600529,X,,2020-08-17 00:28:26 EDT
344777545,R,1601291,,X,2020-08-17 00:28:26 EDT
344777552,R,1601231,X,,2020-08-17 00:28:26 EDT
344777560,R,1601866,X,,2020-08-17 00:28:26 EDT
344777578,C,1563214,,X,2020-08-17 00:28:26 EDT
344777594,A,1601913,,,2020-08-17 00:28:26 EDT
344777602,I,1375484,,X,2020-08-17 00:28:26 EDT
344777610,C,1602015,X,,2020-08-17 00:28:26 EDT
344777669,R,1598379,X,,2020-08-17 00:28:26 EDT
344777677,C,1601168,X,,2020-08-17 00:28:26 EDT
344777693,A,1601695,,,2020-08-17 00:28:26 EDT
344777701,R,1536188,X,,2020-08-17 00:28:26 EDT
344777750,R,1601999,,X,2020-08-17 00:28:26 EDT
344777750,R,1601999,X,,2020-08-17 00:28:26 EDT
344777768,A,1590495,,,2020-08-17 00:28:26 EDT
344777776,R,1600468,X,,2020-08-17 00:28:26 EDT
344777784,A,1599113,,,2020-08-17 00:28:26 EDT
344777792,R,1602067,X,,2020-08-17 00:28:26 EDT
344777867,A,1601373,,,2020-08-17 00:28:26 EDT
344777883,R,1598387,X,,2020-08-17 00:28:26 EDT
344777909,R,1602114,X,,2020-08-17 00:28:26 EDT
344777917,R,1602115,X,,2020-08-17 00:28:26 EDT
344777941,R,1599870,X,,2020-08-17 00:28:26 EDT
344777958,C,1608966,X,,2020-08-17 00:28:26 EDT
344777958,C,1608966,,X,2020-08-17 00:28:26 EDT
344777974,A,1600490,,,2020-08-17 00:28:26 EDT
344777982,A,1601971,,,2020-08-17 00:28:26 EDT
344777990,R,1602053,,X,2020-08-17 00:28:26 EDT
344778006,C,1598415,,X,2020-08-17 00:28:26 EDT
344778006,C,1598415,X,,2020-08-17 00:28:26 EDT
344778022,R,1602156,X,,2020-08-17 00:28:26 EDT
344778030,R,1600422,,X,2020-08-17 00:28:26 EDT
344778055,A,1602174,,X,2020-08-17 00:28:26 EDT
344778055,A,1602174,X,,2020-08-17 00:28:26 EDT
344778071,A,1598788,,,2020-08-17 00:28:26 EDT
344778071,A,1603508,,,2020-08-17 00:28:26 EDT
344778071,A,1619340,,,2020-08-17 00:28:26 EDT
344778071,A,1619352,,,2020-08-17 00:28:26 EDT
344778121,A,1590516,,,2020-08-17 00:28:26 EDT
344778147,C,1601801,X,,2020-08-17 00:28:26 EDT
344778154,C,1602216,X,,2020-08-17 00:28:26 EDT
344778162,A,1601783,,,2020-08-17 00:28:26 EDT
344778170,C,1600654,,X,2020-08-17 00:28:26 EDT
344778188,R,1602230,X,,2020-08-17 00:28:26 EDT
344778196,C,1598007,,X,2020-08-17 00:28:26 EDT
344778204,I,1364291,X,,2020-08-17 00:28:26 EDT
344778212,A,1601783,,,2020-08-17 00:28:26 EDT
344778220,R,1602253,X,,2020-08-17 00:28:26 EDT
344778238,A,1585860,,,2020-08-17 00:28:26 EDT
344778246,A,1600602,,,2020-08-17 00:28:26 EDT
344778253,C,1532983,,X,2020-08-17 00:28:26 EDT
344778253,C,1532983,X,,2020-08-17 00:28:26 EDT
344778329,R,1598834,X,,2020-08-17 00:28:26 EDT
344778360,C,1600792,X,,2020-08-17 00:28:26 EDT
344778378,A,1602316,,,2020-08-17 00:28:26 EDT
344778386,R,1595945,X,,2020-08-17 00:28:26 EDT
344778394,R,1595946,X,,2020-08-17 00:28:26 EDT
344778402,C,1588279,,X,2020-08-17 00:28:26 EDT
344778410,R,1596682,X,,2020-08-17 00:28:26 EDT
344778428,R,1596684,X,,2020-08-17 00:28:26 EDT
344778436,C,1597442,X,,2020-08-17 00:28:26 EDT
344778444,R,1600208,X,,2020-08-17 00:28:26 EDT
344778485,C,1600215,,X,2020-08-17 00:28:26 EDT
344778493,C,1603111,X,,2020-08-17 00:28:26 EDT
344778501,C,1580319,,X,2020-08-17 00:28:26 EDT
344778519,C,1596017,X,,2020-08-17 00:28:26 EDT
344778535,C,1596708,,X,2020-08-17 00:28:26 EDT
344778543,C,1598159,,X,2020-08-17 00:28:26 EDT
344778550,C,1560450,,X,2020-08-17 00:28:26 EDT
344778568,C,1597456,,X,2020-08-17 00:28:26 EDT
344778576,R,1557157,,X,2020-08-17 00:28:26 EDT
344778584,R,1589143,X,,2020-08-17 00:28:26 EDT
344778592,C,1590030,,X,2020-08-17 00:28:26 EDT
344778600,C,1596054,,X,2020-08-17 00:28:26 EDT
344778626,C,1598994,,X,2020-08-17 00:28:26 EDT
344778634,C,1599621,,X,2020-08-17 00:28:26 EDT
344778642,R,1599622,X,,2020-08-17 00:28:26 EDT
344778659,C,1600256,,X,2020-08-17 00:28:26 EDT
344778709,R,1601652,X,,2020-08-17 00:28:26 EDT
344778717,R,1602433,X,,2020-08-17 00:28:26 EDT
344778725,R,1602441,X,,2020-08-17 00:28:26 EDT
344778733,R,1602443,X,,2020-08-17 00:28:26 EDT
344778758,C,1603877,,X,2020-08-17 00:28:26 EDT
344778766,C,1598644,X,,2020-08-17 00:28:26 EDT
344778832,C,1596791,X,,2020-08-17 00:28:26 EDT
344778832,C,1596791,,X,2020-08-17 00:28:26 EDT
344778840,C,1601693,X,,2020-08-17 00:28:26 EDT
344778857,R,1598602,,X,2020-08-17 00:28:26 EDT
344778857,R,1598602,X,,2020-08-17 00:28:26 EDT
344778865,C,1599190,,X,2020-08-17 00:28:26 EDT
344778881,R,1601882,X,,2020-08-17 00:28:26 EDT
344778899,C,1600429,X,,2020-08-17 00:28:26 EDT
344778907,C,1602470,X,,2020-08-17 00:28:26 EDT
344778923,C,1599100,X,,2020-08-17 00:28:26 EDT
344778923,C,1599100,,X,2020-08-17 00:28:26 EDT
344778949,R,1588464,X,,2020-08-17 00:28:26 EDT
344778956,R,1599028,X,,2020-08-17 00:28:26 EDT
344778980,R,1602498,X,,2020-08-17 00:28:26 EDT
344778998,C,1600405,,X,2020-08-17 00:28:26 EDT
344779004,C,1598560,X,,2020-08-17 00:28:26 EDT
344779038,A,1602518,,,2020-08-17 00:28:26 EDT
344779053,C,1601306,X,,2020-08-17 00:28:26 EDT
344779061,C,1601306,X,,2020-08-17 00:28:26 EDT
344779087,A,1602537,,,2020-08-17 00:28:26 EDT
344779095,A,1601893,,,2020-08-17 00:28:26 EDT
344779111,A,1602538,,,2020-08-17 00:28:26 EDT
344779129,R,1601768,X,,2020-08-17 00:28:26 EDT
344779137,C,1588614,X,,2020-08-17 00:28:26 EDT
344779145,I,1476078,,X,2020-08-17 00:28:26 EDT
344779145,I,1476078,X,,2020-08-17 00:28:26 EDT
344779145,R,1595316,X,,2020-08-17 00:28:26 EDT
344779145,R,1595316,,X,2020-08-17 00:28:26 EDT
344779152,A,1602598,,,2020-08-17 00:28:26 EDT
344779178,A,1602560,,,2020-08-17 00:28:26 EDT
344779186,C,1588614,X,,2020-08-17 00:28:26 EDT
344779194,A,1602587,,,2020-08-17 00:28:26 EDT
344779202,C,1596791,X,,2020-08-17 00:28:26 EDT
344779202,C,1596791,,X,2020-08-17 00:28:26 EDT
