activity_nr,rel_type,rel_act_nr,rel_safety,rel_health,load_dt
344765813,C,1594302,X,,2020-08-17 00:28:26 EDT
344765862,C,1597473,X,,2020-08-17 00:28:26 EDT
344765870,I,1476917,,,2020-08-17 00:28:26 EDT
344765896,C,1593593,X,,2020-08-17 00:28:26 EDT
344765920,C,1596053,X,,2020-08-17 00:28:26 EDT
344765938,R,1597482,X,,2020-08-17 00:28:26 EDT
344765946,C,1596755,X,,2020-08-17 00:28:26 EDT
344765953,C,1597484,X,,2020-08-17 00:28:26 EDT
344765961,R,1597485,X,,2020-08-17 00:28:26 EDT
344765995,A,1596461,,,2020-08-17 00:28:26 EDT
344766001,R,1597500,X,,2020-08-17 00:28:26 EDT
344766019,R,1597501,X,,2020-08-17 00:28:26 EDT
344766027,C,1597502,X,,2020-08-17 00:28:26 EDT
344766027,C,1597502,,X,2020-08-17 00:28:26 EDT
344766050,A,1597527,,,2020-08-17 00:28:26 EDT
344766068,C,1595471,X,,2020-08-17 00:28:26 EDT
344766092,R,1597542,X,,2020-08-17 00:28:26 EDT
344766100,R,1595638,X,,2020-08-17 00:28:26 EDT
344766118,C,1596951,X,,2020-08-17 00:28:26 EDT
344766142,R,1596216,X,,2020-08-17 00:28:26 EDT
344766167,R,1597585,X,,2020-08-17 00:28:26 EDT
344766175,C,1595205,X,,2020-08-17 00:28:26 EDT
344766217,I,1398774,,,2020-08-17 00:28:26 EDT
344766217,I,1431568,X,,2020-08-17 00:28:26 EDT
344766217,I,1464452,X,,2020-08-17 00:28:26 EDT
344766225,R,1597607,X,,2020-08-17 00:28:26 EDT
344766233,C,1553278,X,,2020-08-17 00:28:26 EDT
344766241,R,1597612,X,,2020-08-17 00:28:26 EDT
344766274,C,1592035,,X,2020-08-17 00:28:26 EDT
344766290,C,1593786,X,,2020-08-17 00:28:26 EDT
344766308,R,1635932,X,,2020-08-17 00:28:26 EDT
344766316,C,1592895,,X,2020-08-17 00:28:26 EDT
344766316,C,1592895,X,,2020-08-17 00:28:26 EDT
344766357,C,1596340,X,,2020-08-17 00:28:26 EDT
344766365,R,1597646,X,,2020-08-17 00:28:26 EDT
344766381,R,1616710,X,,2020-08-17 00:28:26 EDT
344766407,R,1597209,X,,2020-08-17 00:28:26 EDT
344766415,R,1597626,,X,2020-08-17 00:28:26 EDT
344766415,C,1592973,,X,2020-08-17 00:28:26 EDT
344766415,A,1620105,,,2020-08-17 00:28:26 EDT
344766449,R,1597654,,X,2020-08-17 00:28:26 EDT
344766464,A,1595192,,,2020-08-17 00:28:26 EDT
344766472,I,1415373,X,,2020-08-17 00:28:26 EDT
344766506,R,1597671,X,,2020-08-17 00:28:26 EDT
344766530,C,1540065,X,,2020-08-17 00:28:26 EDT
344766563,R,1597689,X,,2020-08-17 00:28:26 EDT
344766571,A,1596556,,,2020-08-17 00:28:26 EDT
344766589,R,1597674,X,,2020-08-17 00:28:26 EDT
344766597,R,1597706,X,,2020-08-17 00:28:26 EDT
344766613,C,1594031,X,,2020-08-17 00:28:26 EDT
344766621,C,1597723,X,,2020-08-17 00:28:26 EDT
344766639,R,1598302,X,,2020-08-17 00:28:26 EDT
344766654,R,1597755,X,,2020-08-17 00:28:26 EDT
344766662,R,1597752,X,,2020-08-17 00:28:26 EDT
344766688,C,1591205,,X,2020-08-17 00:28:26 EDT
344766696,C,1581151,,X,2020-08-17 00:28:26 EDT
344766704,R,1597747,,X,2020-08-17 00:28:26 EDT
344766712,C,1589554,,X,2020-08-17 00:28:26 EDT
344766720,A,1594739,,,2020-08-17 00:28:26 EDT
344766746,A,1592193,,,2020-08-17 00:28:26 EDT
344766753,R,1597736,X,,2020-08-17 00:28:26 EDT
344766779,A,1594073,,,2020-08-17 00:28:26 EDT
344766787,C,1540065,X,,2020-08-17 00:28:26 EDT
344766811,C,1596571,X,,2020-08-17 00:28:26 EDT
344766811,C,1596571,,X,2020-08-17 00:28:26 EDT
344766829,C,1559844,,X,2020-08-17 00:28:26 EDT
344766829,C,1582934,,X,2020-08-17 00:28:26 EDT
344766837,C,1596475,X,,2020-08-17 00:28:26 EDT
344766845,C,1588817,,X,2020-08-17 00:28:26 EDT
344766860,R,1597825,X,,2020-08-17 00:28:26 EDT
344766878,A,1595417,,,2020-08-17 00:28:26 EDT
344766886,C,1593960,X,,2020-08-17 00:28:26 EDT
344766894,C,1596963,,X,2020-08-17 00:28:26 EDT
344766910,A,1597828,,,2020-08-17 00:28:26 EDT
344766936,R,1597841,X,,2020-08-17 00:28:26 EDT
344766936,A,1604630,,,2020-08-17 00:28:26 EDT
344766944,A,1590433,,,2020-08-17 00:28:26 EDT
344766951,A,1597890,,,2020-08-17 00:28:26 EDT
344766969,A,1587804,,,2020-08-17 00:28:26 EDT
344766977,R,1597859,X,,2020-08-17 00:28:26 EDT
344766993,R,1597691,X,,2020-08-17 00:28:26 EDT
344767009,C,1596456,X,,2020-08-17 00:28:26 EDT
344767017,R,1597696,X,,2020-08-17 00:28:26 EDT
344767025,C,1596920,,X,2020-08-17 00:28:26 EDT
344767033,A,1598243,,,2020-06-07 00:28:27 EDT
344767058,R,1597895,X,,2020-08-17 00:28:26 EDT
344767090,C,1596076,,X,2020-08-17 00:28:26 EDT
344767090,C,1594392,,X,2020-08-17 00:28:26 EDT
344767108,A,1597800,,,2020-08-17 00:28:26 EDT
344767124,I,1359361,,,2020-08-17 00:28:26 EDT
344767140,A,1584454,,,2020-08-17 00:28:26 EDT
344767157,A,1597931,X,,2020-08-17 00:28:26 EDT
344767157,A,1597931,,X,2020-08-17 00:28:26 EDT
344767165,C,1553818,X,,2020-08-17 00:28:26 EDT
344767165,C,1553818,,X,2020-08-17 00:28:26 EDT
344767181,R,1596869,X,,2020-08-17 00:28:26 EDT
344767207,R,1597937,X,,2020-08-17 00:28:26 EDT
344767215,A,1605481,,,2020-08-17 00:28:26 EDT
344767215,C,1586837,,X,2020-08-17 00:28:26 EDT
344767223,A,1592867,,,2020-08-17 00:28:26 EDT
344767231,C,1569905,,X,2020-08-17 00:28:26 EDT
344767231,R,1619447,,X,2020-08-17 00:28:26 EDT
344767249,C,1571266,,X,2020-08-17 00:28:26 EDT
344767264,A,1597964,,,2020-08-17 00:28:26 EDT
344767280,R,1597971,X,,2020-08-17 00:28:26 EDT
344767298,A,1597160,,,2020-08-17 00:28:26 EDT
344767306,R,1597182,X,,2020-08-17 00:28:26 EDT
344767314,R,1597981,X,,2020-08-17 00:28:26 EDT
344767330,A,1581187,,,2020-08-17 00:28:26 EDT
344767348,A,1596487,,,2020-08-17 00:28:26 EDT
344767355,I,1471355,,,2020-08-17 00:28:26 EDT
344767371,I,1447952,X,,2020-08-17 00:28:26 EDT
344767389,I,1475503,X,,2020-08-17 00:28:26 EDT
344767397,A,1597998,,,2020-08-17 00:28:26 EDT
344767413,A,1597998,,,2020-08-17 00:28:26 EDT
344767421,C,1597702,,X,2020-08-17 00:28:26 EDT
344767454,R,1595013,X,,2020-08-17 00:28:26 EDT
344767470,C,1596597,X,,2020-08-17 00:28:26 EDT
344767470,C,1596597,,X,2020-08-17 00:28:26 EDT
344767488,A,1572852,,,2020-08-17 00:28:26 EDT
344767512,R,1595788,X,,2020-08-17 00:28:26 EDT
344767520,C,1595770,,X,2020-08-17 00:28:26 EDT
344767538,C,1595770,,X,2020-08-17 00:28:26 EDT
344767546,C,1593484,X,,2020-08-17 00:28:26 EDT
344767553,C,1595811,,X,2020-08-17 00:28:26 EDT
344767561,R,1598147,X,,2020-08-17 00:28:26 EDT
344767587,A,1591752,,,2020-08-17 00:28:26 EDT
344767587,I,1472850,,,2020-08-17 00:28:26 EDT
344767603,C,1592582,X,,2020-08-17 00:28:26 EDT
344767611,C,1555592,,X,2020-08-17 00:28:26 EDT
344767637,C,1598197,X,,2020-08-17 00:28:26 EDT
344767645,C,1593546,,X,2020-08-17 00:28:26 EDT
344767678,A,1595436,,,2020-08-17 00:28:26 EDT
344767686,C,1597957,X,,2020-08-17 00:28:26 EDT
344767728,R,1596117,X,,2020-08-17 00:28:26 EDT
344767736,C,1596080,X,,2020-08-17 00:28:26 EDT
344767744,C,1596080,X,,2020-08-17 00:28:26 EDT
344767751,C,1596080,X,,2020-08-17 00:28:26 EDT
344767769,C,1596080,X,,2020-08-17 00:28:26 EDT
344767777,C,1596080,X,,2020-08-17 00:28:26 EDT
344767785,C,1596080,X,,2020-08-17 00:28:26 EDT
344767827,C,1582783,X,,2020-08-17 00:28:26 EDT
344767827,C,1582783,,X,2020-08-17 00:28:26 EDT
344767835,C,1598245,X,,2020-08-17 00:28:26 EDT
344767843,R,1597017,X,,2020-08-17 00:28:26 EDT
344767850,R,1595372,X,,2020-08-17 00:28:26 EDT
344767876,C,1596906,,X,2020-08-17 00:28:26 EDT
344767884,R,1598295,X,,2020-08-17 00:28:26 EDT
344767900,C,1563438,,X,2020-08-17 00:28:26 EDT
344767918,R,1594723,X,,2020-08-17 00:28:26 EDT
344767926,R,1597710,X,,2020-08-17 00:28:26 EDT
344767934,C,1597566,X,,2020-08-17 00:28:26 EDT
344767942,R,1598442,X,,2020-08-17 00:28:26 EDT
344767942,R,1598442,,X,2020-08-17 00:28:26 EDT
344767959,C,1545994,X,,2020-08-17 00:28:26 EDT
344767967,R,1588355,X,,2020-08-17 00:28:26 EDT
344767975,C,1592096,,X,2020-08-17 00:28:26 EDT
344767975,C,1592096,X,,2020-08-17 00:28:26 EDT
344767983,R,1597122,X,,2020-08-17 00:28:26 EDT
344767991,A,1598362,,X,2020-08-17 00:28:26 EDT
344768007,C,1589332,X,,2020-08-17 00:28:26 EDT
344768015,C,1570104,X,,2020-08-17 00:28:26 EDT
344768023,R,1547936,X,,2020-08-17 00:28:26 EDT
344768049,R,1597136,X,,2020-08-17 00:28:26 EDT
344768072,A,1596152,,,2020-08-17 00:28:26 EDT
344768080,C,1592063,X,,2020-08-17 00:28:26 EDT
344768106,C,1591278,X,,2020-08-17 00:28:26 EDT
344768114,A,1596330,,,2020-08-17 00:28:26 EDT
344768122,C,1542908,X,,2020-08-17 00:28:26 EDT
344768148,C,1566419,,X,2020-08-17 00:28:26 EDT
344768155,C,1598457,X,,2020-08-17 00:28:26 EDT
344768163,C,1593131,,X,2020-08-17 00:28:26 EDT
344768189,I,1399573,X,,2020-08-17 00:28:26 EDT
344768213,A,1595393,,,2020-08-17 00:28:26 EDT
344768221,C,1593042,X,,2020-08-17 00:28:26 EDT
344768239,C,1597778,,X,2020-08-17 00:28:26 EDT
344768239,C,1597778,X,,2020-08-17 00:28:26 EDT
344768247,A,1597202,,,2020-08-17 00:28:26 EDT
344768270,R,1597969,,X,2020-08-17 00:28:26 EDT
344768296,R,1597984,,X,2020-08-17 00:28:26 EDT
344768312,R,1611091,X,,2020-08-17 00:28:26 EDT
344768346,C,1597787,,X,2020-08-17 00:28:26 EDT
344768361,C,1598553,X,,2020-08-17 00:28:26 EDT
344768379,R,1596529,X,,2020-08-17 00:28:26 EDT
344768395,A,1597982,,,2020-08-17 00:28:26 EDT
344768395,A,1597989,,,2020-08-17 00:28:26 EDT
344768395,A,1597991,,,2020-08-17 00:28:26 EDT
344768395,A,1597977,,,2020-08-17 00:28:26 EDT
344768395,A,1597972,,,2020-08-17 00:28:26 EDT
344768395,A,1629084,,,2020-08-17 00:28:26 EDT
344768395,C,1597719,,X,2020-08-17 00:28:26 EDT
344768395,A,1597967,,,2020-08-17 00:28:26 EDT
344768403,A,1588557,,,2020-08-17 00:28:26 EDT
344768411,I,1420762,X,,2020-08-17 00:28:26 EDT
344768429,C,1597029,,X,2020-08-17 00:28:26 EDT
344768452,C,1582412,X,,2020-08-17 00:28:26 EDT
344768460,R,1611057,X,,2020-08-17 00:28:26 EDT
344768460,R,1611057,,X,2020-08-17 00:28:26 EDT
344768486,A,1599764,,,2020-08-17 00:28:26 EDT
344768502,A,1596311,,,2020-08-17 00:28:26 EDT
344768510,R,1597969,,X,2020-08-17 00:28:26 EDT
344768528,I,1320782,,X,2020-08-17 00:28:26 EDT
344768544,R,1598631,X,,2020-08-17 00:28:26 EDT
344768551,A,1596333,,,2020-08-17 00:28:26 EDT
344768577,R,1597013,X,,2020-08-17 00:28:26 EDT
344768601,I,1364590,,,2020-08-17 00:28:26 EDT
344768619,A,1582027,,,2020-08-17 00:28:26 EDT
344768627,C,1571765,,X,2020-08-17 00:28:26 EDT
344768643,I,1304630,X,,2020-08-17 00:28:26 EDT
344768650,R,1598718,X,,2020-08-17 00:28:26 EDT
344768684,A,1598615,,,2020-08-17 00:28:26 EDT
344768718,A,1597693,,,2020-08-17 00:28:26 EDT
344768726,C,1597996,X,,2020-08-17 00:28:26 EDT
344768734,A,1597214,,,2020-08-17 00:28:26 EDT
344768742,C,1559149,,X,2020-08-17 00:28:26 EDT
344768767,C,1598770,X,,2020-08-17 00:28:26 EDT
344768791,A,1597988,,,2020-08-17 00:28:26 EDT
344768817,A,1595344,,,2020-08-17 00:28:26 EDT
344768825,C,1556806,,X,2020-08-17 00:28:26 EDT
344768833,A,1596566,,,2020-08-17 00:28:26 EDT
344768866,C,1596547,,X,2020-08-17 00:28:26 EDT
344768874,A,1596569,,,2020-08-17 00:28:26 EDT
344768882,R,1604147,X,,2020-08-17 00:28:26 EDT
344768908,I,1359345,X,,2020-08-17 00:28:26 EDT
344768916,A,1598794,X,,2020-08-17 00:28:26 EDT
344768924,A,1597995,,,2020-08-17 00:28:26 EDT
344768924,C,1598791,,X,2020-08-17 00:28:26 EDT
344768932,R,1595013,X,,2020-08-17 00:28:26 EDT
344768940,C,1594998,X,,2020-08-17 00:28:26 EDT
344769070,A,1598038,,,2020-08-17 00:28:26 EDT
344769088,R,1589982,X,,2020-08-17 00:28:26 EDT
344769096,C,1592574,X,,2020-08-17 00:28:26 EDT
344769104,C,1592570,X,,2020-08-17 00:28:26 EDT
344769161,C,1546187,,X,2020-08-17 00:28:26 EDT
344769179,I,1476587,X,,2020-08-17 00:28:26 EDT
344769187,C,1596699,,X,2020-08-17 00:28:26 EDT
344769195,R,1593587,,X,2020-08-17 00:28:26 EDT
344769203,C,1595018,,X,2020-08-17 00:28:26 EDT
344769211,R,1595021,X,,2020-08-17 00:28:26 EDT
344769229,R,1596070,X,,2020-08-17 00:28:26 EDT
344769237,C,1596744,X,,2020-08-17 00:28:26 EDT
344769245,R,1596745,X,,2020-08-17 00:28:26 EDT
344769252,R,1596750,X,,2020-08-17 00:28:26 EDT
344769260,R,1596760,X,,2020-08-17 00:28:26 EDT
344769278,R,1597486,X,,2020-08-17 00:28:26 EDT
344769286,R,1597487,,X,2020-08-17 00:28:26 EDT
344769294,R,1597493,X,,2020-08-17 00:28:26 EDT
344769328,C,1598980,X,,2020-08-17 00:28:26 EDT
344769336,C,1596755,X,,2020-08-17 00:28:26 EDT
344769344,R,1598983,X,,2020-08-17 00:28:26 EDT
344769351,R,1598984,X,,2020-08-17 00:28:26 EDT
344769369,C,1598985,X,,2020-08-17 00:28:26 EDT
344769377,R,1596745,X,,2020-08-17 00:28:26 EDT
344769385,R,1598986,X,,2020-08-17 00:28:26 EDT
344769393,R,1598987,X,,2020-08-17 00:28:26 EDT
344769401,R,1598988,,X,2020-08-17 00:28:26 EDT
344769419,R,1598990,,X,2020-08-17 00:28:26 EDT
344769435,R,1598992,X,,2020-08-17 00:28:26 EDT
344769484,R,1598987,X,,2020-08-17 00:28:26 EDT
344769500,R,1598996,X,,2020-08-17 00:28:26 EDT
344769518,C,1595018,,X,2020-08-17 00:28:26 EDT
344769534,R,1620855,X,,2020-08-17 00:28:26 EDT
344769542,C,1598328,X,,2020-08-17 00:28:26 EDT
344769559,C,1597933,X,,2020-08-17 00:28:26 EDT
344769583,A,1598343,,,2020-08-17 00:28:26 EDT
344769591,R,1597069,X,,2020-08-17 00:28:26 EDT
344769609,C,1597785,X,,2020-08-17 00:28:26 EDT
344769617,R,1594540,,X,2020-08-17 00:28:26 EDT
344769617,R,1594491,,X,2020-08-17 00:28:26 EDT
344769617,R,1594514,,X,2020-08-17 00:28:26 EDT
344769625,C,1597068,X,,2020-08-17 00:28:26 EDT
344769633,C,1538100,,X,2020-08-17 00:28:26 EDT
344769658,R,1592136,X,,2020-08-17 00:28:26 EDT
344769666,R,1599054,X,,2020-08-17 00:28:26 EDT
344769674,A,1595448,,,2020-08-17 00:28:26 EDT
344769690,A,1597030,,,2020-08-17 00:28:26 EDT
344769708,C,1596472,X,,2020-08-17 00:28:26 EDT
344769732,A,1596195,,,2020-08-17 00:28:26 EDT
344769781,R,1551004,X,,2020-08-17 00:28:26 EDT
344769781,I,1468425,,,2020-08-17 00:28:26 EDT
344769799,C,1595520,X,,2020-08-17 00:28:26 EDT
344769799,C,1595520,,X,2020-08-17 00:28:26 EDT
344769823,R,1596151,X,,2020-08-17 00:28:26 EDT
344769831,R,1599096,,X,2020-08-17 00:28:26 EDT
344769849,A,1599073,,,2020-08-17 00:28:26 EDT
344769856,R,1599227,X,,2020-08-17 00:28:26 EDT
344769864,C,1538100,,X,2020-08-17 00:28:26 EDT
344769880,R,1599211,X,,2020-08-17 00:28:26 EDT
344769898,A,1598587,,X,2020-08-17 00:28:26 EDT
344769906,C,1596339,,X,2020-08-17 00:28:26 EDT
344769914,C,1599180,X,,2020-08-17 00:28:26 EDT
344769948,A,1599192,,,2020-08-17 00:28:26 EDT
344769948,C,1610911,,X,2020-08-17 00:28:26 EDT
344769955,C,1598790,X,,2020-08-17 00:28:26 EDT
344769963,C,1593023,,X,2020-08-17 00:28:26 EDT
344769963,C,1598697,X,,2020-08-17 00:28:26 EDT
344769971,C,1592954,,X,2020-08-17 00:28:26 EDT
344769989,A,1598786,,,2020-08-17 00:28:26 EDT
344769997,A,1599228,,,2020-08-17 00:28:26 EDT
344770003,R,1598434,X,,2020-08-17 00:28:26 EDT
344770029,A,1598701,,,2020-08-17 00:28:26 EDT
344770037,C,1596350,,X,2020-08-17 00:28:26 EDT
344770052,I,1475780,X,,2020-08-17 00:28:26 EDT
344770060,A,1598756,,,2020-08-17 00:28:26 EDT
344770078,C,1597543,X,,2020-08-17 00:28:26 EDT
344770086,A,1598764,,,2020-08-17 00:28:26 EDT
344770094,R,1596295,,X,2020-08-17 00:28:26 EDT
344770102,R,1594038,X,,2020-08-17 00:28:26 EDT
344770110,R,1590123,X,,2020-08-17 00:28:26 EDT
344770128,A,1599321,,,2020-08-17 00:28:26 EDT
344770136,R,1599343,X,,2020-08-17 00:28:26 EDT
344770144,A,1599208,,,2020-08-17 00:28:26 EDT
344770151,R,1598574,X,,2020-08-17 00:28:26 EDT
344770177,R,1599344,X,,2020-08-17 00:28:26 EDT
344770185,R,1599355,X,,2020-08-17 00:28:26 EDT
344770193,R,1599325,,X,2020-08-17 00:28:26 EDT
344770219,C,1593664,X,,2020-08-17 00:28:26 EDT
344770227,R,1599359,X,,2020-08-17 00:28:26 EDT
344770243,C,1595561,X,,2020-08-17 00:28:26 EDT
344770250,C,1592950,,X,2020-08-17 00:28:26 EDT
344770284,C,1599391,,X,2020-08-17 00:28:26 EDT
344770292,R,1599377,X,,2020-08-17 00:28:26 EDT
344770300,C,1596186,,X,2020-08-17 00:28:26 EDT
344770326,C,1589573,X,,2020-08-17 00:28:26 EDT
344770334,R,1598797,X,,2020-08-17 00:28:26 EDT
344770342,A,1592889,,,2020-08-17 00:28:26 EDT
344770359,A,1525557,,,2020-08-17 00:28:26 EDT
344770367,C,1598731,,X,2020-08-17 00:28:26 EDT
344770383,C,1597661,,X,2020-08-17 00:28:26 EDT
344770391,R,1597946,X,,2020-08-17 00:28:26 EDT
344770409,A,1599407,,,2020-08-17 00:28:26 EDT
344770417,A,1588759,,,2020-08-17 00:28:26 EDT
344770433,A,1596563,,,2020-08-17 00:28:26 EDT
344770441,A,1599450,,,2020-08-17 00:28:26 EDT
344770466,C,1590510,X,,2020-08-17 00:28:26 EDT
344770474,I,1436315,,,2020-08-17 00:28:26 EDT
344770482,A,1583770,,,2020-08-17 00:28:26 EDT
344770490,C,1539919,X,,2020-08-17 00:28:26 EDT
344770508,A,1583769,,,2020-08-17 00:28:26 EDT
344770516,C,1558318,,X,2020-08-17 00:28:26 EDT
344770532,R,1578043,,X,2020-08-17 00:28:26 EDT
344770540,A,1596267,,,2020-08-17 00:28:26 EDT
344770565,C,1546473,,X,2020-08-17 00:28:26 EDT
344770573,C,1605787,X,,2020-08-17 00:28:26 EDT
344770581,C,1476886,,X,2020-08-17 00:28:26 EDT
344770599,R,1599489,X,,2020-08-17 00:28:26 EDT
344770607,R,1599489,X,,2020-08-17 00:28:26 EDT
344770623,C,238990,X,,2020-08-17 00:28:26 EDT
344770623,C,238990,,X,2020-08-17 00:28:26 EDT
344770631,A,1598792,,,2020-08-17 00:28:26 EDT
344770649,A,1583725,,,2020-08-17 00:28:26 EDT
344770656,C,1584451,,X,2020-08-17 00:28:26 EDT
344770672,C,1598023,X,,2020-08-17 00:28:26 EDT
344770698,R,1601395,X,,2020-08-17 00:28:26 EDT
344770714,C,1586894,,X,2020-08-17 00:28:26 EDT
344770722,C,1557111,X,,2020-08-17 00:28:26 EDT
344770748,C,1596687,X,,2020-08-17 00:28:26 EDT
344770755,R,1568366,X,,2020-08-17 00:28:26 EDT
344770763,C,1591833,X,,2020-08-17 00:28:26 EDT
344770771,R,1588322,X,,2020-08-17 00:28:26 EDT
344770789,R,1591835,X,,2020-08-17 00:28:26 EDT
344770797,C,1591848,X,,2020-08-17 00:28:26 EDT
344770805,R,1595019,X,,2020-08-17 00:28:26 EDT
344770813,R,1595023,X,,2020-08-17 00:28:26 EDT
344770821,R,1598977,X,,2020-08-17 00:28:26 EDT
344770839,C,1597498,X,,2020-08-17 00:28:26 EDT
344770847,C,1598979,X,,2020-08-17 00:28:26 EDT
344770920,C,1599609,X,,2020-08-17 00:28:26 EDT
344770938,R,1599612,X,,2020-08-17 00:28:26 EDT
344770946,R,1599614,X,,2020-08-17 00:28:26 EDT
344770953,R,1599622,X,,2020-08-17 00:28:26 EDT
344770961,R,1599616,X,,2020-08-17 00:28:26 EDT
344770979,R,1599616,X,,2020-08-17 00:28:26 EDT
344770995,R,1606833,X,,2020-08-17 00:28:26 EDT
344771001,C,1545878,,X,2020-08-17 00:28:26 EDT
344771027,C,1597655,,X,2020-08-17 00:28:26 EDT
344771035,R,1597751,X,,2020-08-17 00:28:26 EDT
344771050,R,1597882,X,,2020-08-17 00:28:26 EDT
344771068,R,1599327,X,,2020-08-17 00:28:26 EDT
344771076,R,1599111,X,,2020-08-17 00:28:26 EDT
344771092,I,1414664,,,2020-08-17 00:28:26 EDT
344771092,I,1452416,X,,2020-08-17 00:28:26 EDT
344771118,R,1594457,X,,2020-08-17 00:28:26 EDT
344771159,R,1598428,,X,2020-08-17 00:28:26 EDT
344771167,R,1598272,X,,2020-08-17 00:28:26 EDT
344771183,R,1597061,X,,2020-08-17 00:28:26 EDT
344771191,R,1599680,,X,2020-08-17 00:28:26 EDT
344771209,R,1597106,,X,2020-08-17 00:28:26 EDT
344771217,A,1599713,,,2020-08-17 00:28:26 EDT
344771225,R,1599682,X,,2020-08-17 00:28:26 EDT
344771233,A,1599710,,,2020-08-17 00:28:26 EDT
344771266,A,1597932,,,2020-08-17 00:28:26 EDT
344771274,A,1599354,,,2020-08-17 00:28:26 EDT
344771282,R,1595594,X,,2020-08-17 00:28:26 EDT
344771290,A,1596269,,,2020-08-17 00:28:26 EDT
344771308,R,1599677,X,,2020-08-17 00:28:26 EDT
344771365,C,1599795,X,,2020-08-17 00:28:26 EDT
344771373,I,1415638,,X,2020-08-17 00:28:26 EDT
344771399,A,1599893,,,2020-08-17 00:28:26 EDT
344771407,A,1598452,,,2020-08-17 00:28:26 EDT
344771431,A,1599107,,,2020-08-17 00:28:26 EDT
344771456,C,1542628,,X,2020-08-17 00:28:26 EDT
344771480,C,1599167,X,,2020-08-17 00:28:26 EDT
344771498,R,1599625,X,,2020-08-17 00:28:26 EDT
344771506,C,1599820,X,,2020-08-17 00:28:26 EDT
344771530,A,1599815,,,2020-08-17 00:28:26 EDT
344771548,C,1597823,,X,2020-08-17 00:28:26 EDT
344771555,A,1599763,,,2020-08-17 00:28:26 EDT
344771563,I,1473780,,,2020-08-17 00:28:26 EDT
344771571,I,1432932,X,,2020-08-17 00:28:26 EDT
344771571,C,1488791,X,,2020-08-17 00:28:26 EDT
344771571,C,1488791,,X,2020-08-17 00:28:26 EDT
344771589,R,1599834,X,,2020-08-17 00:28:26 EDT
344771597,A,1599369,,,2020-08-17 00:28:26 EDT
344771605,C,1599237,,X,2020-08-17 00:28:26 EDT
344771605,C,1599237,X,,2020-08-17 00:28:26 EDT
344771621,C,1597844,,X,2020-08-17 00:28:26 EDT
344771639,A,1599352,,,2020-08-17 00:28:26 EDT
344771662,I,1401254,,X,2020-08-17 00:28:26 EDT
344771688,C,1596420,,X,2020-08-17 00:28:26 EDT
344771696,C,1549874,,X,2020-08-17 00:28:26 EDT
344771712,I,1428716,,,2020-08-17 00:28:26 EDT
344771712,I,1466685,,X,2020-08-17 00:28:26 EDT
344771720,A,1595648,,,2020-08-17 00:28:26 EDT
344771738,R,1599871,X,,2020-08-17 00:28:26 EDT
344771753,R,1599642,X,,2020-08-17 00:28:26 EDT
344771761,C,1534614,X,,2020-08-17 00:28:26 EDT
344771787,C,1590496,X,,2020-08-17 00:28:26 EDT
344771787,C,1590496,,X,2020-08-17 00:28:26 EDT
344771795,C,1599761,,X,2020-08-17 00:28:26 EDT
344771829,C,1599882,X,,2020-08-17 00:28:26 EDT
344771837,R,1599899,X,,2020-08-17 00:28:26 EDT
344771910,C,1591513,,X,2020-08-17 00:28:26 EDT
344771928,R,1598561,X,,2020-08-17 00:28:26 EDT
344771944,A,1598222,,,2020-08-17 00:28:26 EDT
344771969,C,1599925,X,,2020-08-17 00:28:26 EDT
344771977,I,1392072,X,,2020-08-17 00:28:26 EDT
344771985,R,1599938,X,,2020-08-17 00:28:26 EDT
344772017,C,1598675,X,,2020-08-17 00:28:26 EDT
344772041,R,1599811,X,,2020-08-17 00:28:26 EDT
344772058,A,1599777,,,2020-08-17 00:28:26 EDT
344772066,A,1598258,,,2020-08-17 00:28:26 EDT
344772074,A,1598386,,,2020-08-17 00:28:26 EDT
344772082,C,1596572,,X,2020-08-17 00:28:26 EDT
344772108,R,1589500,,X,2020-08-17 00:28:26 EDT
344772124,A,1599944,,,2020-08-17 00:28:26 EDT
344772157,R,1639297,,X,2020-08-17 00:28:26 EDT
344772165,I,1477152,X,,2020-08-17 00:28:26 EDT
344772165,I,1477170,,X,2020-08-17 00:28:26 EDT
344772173,C,1568968,,X,2020-08-17 00:28:26 EDT
344772173,C,1612790,,X,2020-08-17 00:28:26 EDT
344772181,R,1589387,X,,2020-08-17 00:28:26 EDT
344772199,C,1595335,,X,2020-08-17 00:28:26 EDT
344772207,R,1599711,X,,2020-08-17 00:28:26 EDT
344772215,A,1597210,,,2020-08-17 00:28:26 EDT
344772223,R,1600024,X,,2020-08-17 00:28:26 EDT
344772231,R,1599182,X,,2020-08-17 00:28:26 EDT
344772249,R,1596873,X,,2020-08-17 00:28:26 EDT
344772264,A,1543809,,,2020-08-17 00:28:26 EDT
344772272,R,1600028,,X,2020-08-17 00:28:26 EDT
344772280,I,1381991,,X,2020-08-17 00:28:26 EDT
344772280,I,1381991,X,,2020-08-17 00:28:26 EDT
344772298,R,1606082,X,,2020-08-17 00:28:26 EDT
344772306,C,1582896,,X,2020-08-17 00:28:26 EDT
344772314,I,1476684,,,2020-08-17 00:28:26 EDT
344772314,C,1588817,,X,2020-08-17 00:28:26 EDT
344772322,A,1600009,,,2020-08-17 00:28:26 EDT
344772330,C,1569866,X,,2020-08-17 00:28:26 EDT
344772348,A,1600051,,,2020-08-17 00:28:26 EDT
