activity_nr,prog_type,prog_value,load_dt
344807755,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344807755,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344807771,L,FALL,2020-08-17 00:29:01 EDT
344807771,P,FALL,2020-08-17 00:29:01 EDT
344807789,L,FORKLIFT,2020-08-17 00:29:01 EDT
344807821,L,GRAIN,2020-08-17 00:29:01 EDT
344807821,P,GRAIN,2020-08-17 00:29:01 EDT
344807862,L,CONSTR6,2020-08-17 00:29:01 EDT
344807862,P,CONSTR6,2020-08-17 00:29:01 EDT
344807896,L,FALL,2020-08-17 00:29:01 EDT
344807896,L,FORKLIFT,2020-08-17 00:29:01 EDT
344807904,P,FALL,2020-08-17 00:29:01 EDT
344807904,S,FALL,2020-08-17 00:29:01 EDT
344807920,L,FALL,2020-08-17 00:29:01 EDT
344807946,P,FALL,2020-08-17 00:29:01 EDT
344807946,S,FALL,2020-08-17 00:29:01 EDT
344807953,N,AMPUTATE,2020-08-17 00:29:01 EDT
344807961,L,FALL,2020-08-17 00:29:01 EDT
344808001,S,CRSHSTRK,2020-08-17 00:29:01 EDT
344808019,N,CTARGET,2020-08-17 00:29:01 EDT
344808019,P,CTARGET,2020-08-17 00:29:01 EDT
344808035,L,CONSTR6,2020-08-17 00:29:01 EDT
344808035,P,CONSTR6,2020-08-17 00:29:01 EDT
344808043,L,FALL,2020-08-17 00:29:01 EDT
344808068,N,AMPUTATE,2020-08-17 00:29:01 EDT
344808076,L,FALL,2020-08-17 00:29:01 EDT
344808100,L,FALL,2020-08-17 00:29:01 EDT
344808134,L,FALL,2020-08-17 00:29:01 EDT
344808159,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344808167,L,FALL,2020-08-17 00:29:01 EDT
344808167,N,CTARGET,2020-08-17 00:29:01 EDT
344808167,P,FALL,2020-08-17 00:29:01 EDT
344808183,P,FALL,2020-08-17 00:29:01 EDT
344808183,S,FALL,2020-08-17 00:29:01 EDT
344808183,S,SCAFFOLD,2020-08-17 00:29:01 EDT
344808209,L,FORKLIFT,2020-08-17 00:29:01 EDT
344808225,S,SCAFFOLD,2020-08-17 00:29:01 EDT
344808225,S,FALL,2020-08-17 00:29:01 EDT
344808225,P,FALL,2020-08-17 00:29:01 EDT
344808233,L,CONSTR6,2020-08-17 00:29:01 EDT
344808233,P,CONSTR6,2020-08-17 00:29:01 EDT
344808241,L,CONSTR6,2020-08-17 00:29:01 EDT
344808241,P,CONSTR6,2020-08-17 00:29:01 EDT
344808258,N,TRENCH,2020-08-17 00:29:01 EDT
344808266,L,FALL,2020-08-17 00:29:01 EDT
344808290,L,CONSTR6,2020-08-17 00:29:01 EDT
344808290,P,CONSTR6,2020-08-17 00:29:01 EDT
344808308,L,FALL,2020-08-17 00:29:01 EDT
344808316,N,CHEMNEP,2020-08-17 00:29:01 EDT
344808316,P,CHEMNEP,2020-08-17 00:29:01 EDT
344808324,L,CONSTR6,2020-08-17 00:29:01 EDT
344808324,P,CONSTR6,2020-08-17 00:29:01 EDT
344808332,L,FALL,2020-08-17 00:29:01 EDT
344808365,L,FALL,2020-08-17 00:29:01 EDT
344808373,L,FALL,2020-08-17 00:29:01 EDT
344808373,P,FALL,2020-08-17 00:29:01 EDT
344808381,P,HHPI,2020-08-17 00:29:01 EDT
344808381,S,HHPI,2020-08-17 00:29:01 EDT
344808399,L,XFALLELEC,2020-08-17 00:29:01 EDT
344808415,L,CONSTR6,2020-08-17 00:29:01 EDT
344808456,P,MINING,2020-08-17 00:29:01 EDT
344808456,S,MINING,2020-08-17 00:29:01 EDT
344808464,P,CONSTR,2020-08-17 00:29:01 EDT
344808464,S,CONSTR,2020-08-17 00:29:01 EDT
344808472,L,FALL,2020-08-17 00:29:01 EDT
344808472,P,FALL,2020-08-17 00:29:01 EDT
344808480,P,RESCON,2020-08-17 00:29:01 EDT
344808480,S,RESCON,2020-08-17 00:29:01 EDT
344808498,N,CTARGET,2020-08-17 00:29:01 EDT
344808498,P,CTARGET,2020-08-17 00:29:01 EDT
344808506,P,CONSTR,2020-08-17 00:29:01 EDT
344808506,S,CONSTR,2020-08-17 00:29:01 EDT
344808522,L,FALL,2020-08-17 00:29:01 EDT
344808530,P,RESCON,2020-08-17 00:29:01 EDT
344808530,S,RESCON,2020-08-17 00:29:01 EDT
344808548,L,AUTOSUP,2020-08-17 00:29:01 EDT
344808548,N,AMPUTATE,2020-08-17 00:29:01 EDT
344808555,P,RESCON,2020-08-17 00:29:01 EDT
344808555,S,RESCON,2020-08-17 00:29:01 EDT
344808571,L,XFALLELEC,2020-08-17 00:29:01 EDT
344808571,P,XFALLELEC,2020-08-17 00:29:01 EDT
344808589,P,CONSTR,2020-08-17 00:29:01 EDT
344808589,S,CONSTR,2020-08-17 00:29:01 EDT
344808605,L,FALL,2020-08-17 00:29:01 EDT
344808621,N,TRENCH,2020-08-17 00:29:01 EDT
344808654,L,FEDSAFE,2020-08-17 00:29:01 EDT
344808654,P,FEDSAFE,2020-08-17 00:29:01 EDT
344808738,L,PIV,2020-08-17 00:29:01 EDT
344808779,N,TRENCH,2020-08-17 00:29:01 EDT
344808779,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344808779,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344808795,N,CTARGET,2020-08-17 00:29:01 EDT
344808795,P,CTARGET,2020-08-17 00:29:01 EDT
344808886,S,REINSPFAT,2020-08-17 00:29:01 EDT
344809074,S,ES,2020-08-17 00:29:01 EDT
344809082,S,ES,2020-08-17 00:29:01 EDT
344809108,S,DANGER,2020-08-17 00:29:01 EDT
344809116,S,DANGER,2020-08-17 00:29:01 EDT
344809124,S,DANGER,2020-08-17 00:29:01 EDT
344809132,S,AGI,2020-08-17 00:29:01 EDT
344809140,S,AGI,2020-08-17 00:29:01 EDT
344809157,S,AGI,2020-08-17 00:29:01 EDT
344809199,P,HEAT,2020-08-17 00:29:01 EDT
344809199,S,FALL,2020-08-17 00:29:01 EDT
344809199,S,HEAT,2020-08-17 00:29:01 EDT
344809207,S,HEAT,2020-08-17 00:29:01 EDT
344809207,P,HEAT,2020-08-17 00:29:01 EDT
344809223,L,FALL,2020-08-17 00:29:01 EDT
344809249,L,FALL,2020-08-17 00:29:01 EDT
344809256,L,FORKLIFT,2020-08-17 00:29:01 EDT
344809355,L,FALL,2020-08-17 00:29:01 EDT
344809355,P,FALL,2020-08-17 00:29:01 EDT
344809397,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344809397,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344809447,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344809447,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344809454,P,FALL,2020-08-17 00:29:01 EDT
344809454,S,FALL,2020-08-17 00:29:01 EDT
344809504,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344809504,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344809512,P,ASBESTOS,2020-08-17 00:29:01 EDT
344809512,S,ASBESTOS,2020-08-17 00:29:01 EDT
344809520,P,FALL,2020-08-17 00:29:01 EDT
344809520,S,FALL,2020-08-17 00:29:01 EDT
344809538,L,FALL,2020-08-17 00:29:01 EDT
344809553,P,FALL,2020-08-17 00:29:01 EDT
344809553,S,FALL,2020-08-17 00:29:01 EDT
344809561,L,FOODPRO,2020-08-17 00:29:01 EDT
344809561,L,FORKLIFT,2020-08-17 00:29:01 EDT
344809561,N,CHEMNEP,2020-08-17 00:29:01 EDT
344809579,L,PIV,2020-08-17 00:29:01 EDT
344809579,N,AMPUTATE,2020-08-17 00:29:01 EDT
344809579,N,LEAD,2020-08-17 00:29:01 EDT
344809611,N,AMPUTATE,2020-08-17 00:29:01 EDT
344809645,L,FALL,2020-08-17 00:29:01 EDT
344809645,P,FALL,2020-08-17 00:29:01 EDT
344809652,L,CONSTR6,2020-08-17 00:29:01 EDT
344809652,P,CONSTR6,2020-08-17 00:29:01 EDT
344809728,S,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344809736,N,TRENCH,2020-08-17 00:29:01 EDT
344809793,P,Injury/Illness,2020-08-17 00:29:01 EDT
344809793,S,Injury/Illness,2020-08-17 00:29:01 EDT
344809827,N,CHEMNEP,2020-08-17 00:29:01 EDT
344809827,N,AMPUTATE,2020-08-17 00:29:01 EDT
344809843,S,FALL,2020-08-17 00:29:01 EDT
344809850,L,FEDSAFE,2020-07-24 00:29:56 EDT
344809868,P,MINING,2020-08-17 00:29:01 EDT
344809868,S,MINING,2020-08-17 00:29:01 EDT
344809876,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344809876,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344809900,N,AMPUTATE,2020-08-17 00:29:01 EDT
344809918,L,CONSTR6,2020-08-17 00:29:01 EDT
344810023,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344810023,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344810049,L,FALL,2020-08-17 00:29:01 EDT
344810049,P,FALL,2020-08-17 00:29:01 EDT
344810080,S,HHUNIT,2020-08-17 00:29:01 EDT
344810080,P,HHUNIT,2020-08-17 00:29:01 EDT
344810098,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344810098,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344810114,L,CONSTR6,2020-08-17 00:29:01 EDT
344810114,P,CONSTR6,2020-08-17 00:29:01 EDT
344810148,N,AMPUTATE,2020-08-17 00:29:01 EDT
344810221,L,XFALLELEC,2020-08-17 00:29:01 EDT
344810247,P,HHUNIT,2020-08-17 00:29:01 EDT
344810247,S,HHUNIT,2020-08-17 00:29:01 EDT
344810254,P,MUNICIPAL ,2020-08-17 00:29:01 EDT
344810254,S,MUNICIPAL ,2020-08-17 00:29:01 EDT
344810270,L,IDCON,2020-08-17 00:29:01 EDT
344810270,P,IDCON,2020-08-17 00:29:01 EDT
344810288,P,RESCON,2020-08-17 00:29:01 EDT
344810288,S,RESCON,2020-08-17 00:29:01 EDT
344810304,N,AMPUTATE,2020-08-17 00:29:01 EDT
344810304,N,CTARGET,2020-08-17 00:29:01 EDT
344810304,P,CTARGET,2020-08-17 00:29:01 EDT
344810320,L,FALL,2020-08-17 00:29:01 EDT
344810320,L,RESCON,2020-08-17 00:29:01 EDT
344810346,N,AMPUTATE,2020-08-17 00:29:01 EDT
344810346,S,Programmed Inspection Lis,2020-08-17 00:29:01 EDT
344810346,P,Programmed Inspection Lis,2020-08-17 00:29:01 EDT
344810353,L,PIV,2020-08-17 00:29:01 EDT
344810379,L,FALL,2020-08-17 00:29:01 EDT
344810379,L,RESCON,2020-08-17 00:29:01 EDT
344810403,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344810403,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344810437,L,CONSTR6,2020-08-17 00:29:01 EDT
344810437,P,CONSTR6,2020-08-17 00:29:01 EDT
344810445,N,TRENCH,2020-08-17 00:29:01 EDT
344810452,L,IDCON,2020-08-17 00:29:01 EDT
344810452,P,IDCON,2020-08-17 00:29:01 EDT
344810460,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344810460,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344810478,L,XFALLELEC,2020-08-17 00:29:01 EDT
344810478,N,TRENCH,2020-08-17 00:29:01 EDT
344810544,L,IDCON,2020-08-17 00:29:01 EDT
344810544,P,IDCON,2020-08-17 00:29:01 EDT
344810551,L,FALL,2020-08-17 00:29:01 EDT
344810551,P,FALL,2020-08-17 00:29:01 EDT
344810569,S,FALL,2020-08-17 00:29:01 EDT
344810577,L,FALL,2020-08-17 00:29:01 EDT
344810577,P,FALL,2020-08-17 00:29:01 EDT
344810601,L,FALL,2020-08-17 00:29:01 EDT
344810601,P,FALL,2020-08-17 00:29:01 EDT
344810643,N,CTARGET,2020-08-17 00:29:01 EDT
344810643,N,AMPUTATE,2020-08-17 00:29:01 EDT
344810643,P,CTARGET,2020-08-17 00:29:01 EDT
344810684,S,PERMIT,2020-08-17 00:29:01 EDT
344810684,P,PERMIT,2020-08-17 00:29:01 EDT
344810726,P,PERMIT,2020-08-17 00:29:01 EDT
344810726,S,PERMIT,2020-08-17 00:29:01 EDT
344810767,N,CTARGET,2020-08-17 00:29:01 EDT
344810767,P,CTARGET,2020-08-17 00:29:01 EDT
344810783,P,HHUNIT,2020-08-17 00:29:01 EDT
344810783,S,HHUNIT,2020-08-17 00:29:01 EDT
344810817,S,HHPI,2020-08-17 00:29:01 EDT
344810825,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810825,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810825,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810833,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810833,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810833,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810841,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810841,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810841,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810858,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810858,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810858,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810866,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810866,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810866,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810874,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810874,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810874,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810882,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810882,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810882,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810890,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810890,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810890,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810908,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810908,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810908,P,AMPUTATE,2020-08-17 00:29:01 EDT
344810916,L,AMPUTATE,2020-08-17 00:29:01 EDT
344810916,L,FEDSAFE9,2020-08-17 00:29:01 EDT
344810916,P,AMPUTATE,2020-08-17 00:29:01 EDT
344811120,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344811120,N,CTARGET,2020-08-17 00:29:01 EDT
344811138,S,AGI,2020-08-17 00:29:01 EDT
344811146,S,ES,2020-08-17 00:29:01 EDT
344811179,S,FIELDSAN,2020-08-17 00:29:01 EDT
344811179,P,FIELDSAN,2020-08-17 00:29:01 EDT
344811179,S,HEAT,2020-08-17 00:29:01 EDT
344811187,P,FIELDSAN,2020-08-17 00:29:01 EDT
344811187,S,FIELDSAN,2020-08-17 00:29:01 EDT
344811187,S,HEAT,2020-08-17 00:29:01 EDT
344811195,P,FALL,2020-08-17 00:29:01 EDT
344811195,S,FALL,2020-08-17 00:29:01 EDT
344811195,S,HEAT,2020-08-17 00:29:01 EDT
344811229,P,AGRI,2020-08-17 00:29:01 EDT
344811229,S,AGRI,2020-08-17 00:29:01 EDT
344811278,P,HOSP,2020-08-17 00:29:01 EDT
344811278,S,HOSP,2020-08-17 00:29:01 EDT
344811286,N,AMPUTATE,2020-08-17 00:29:01 EDT
344811286,P,AMPUTATE,2020-08-17 00:29:01 EDT
344811328,P,HOSP,2020-08-17 00:29:01 EDT
344811328,S,HOSP,2020-08-17 00:29:01 EDT
344811351,S,LOG,2020-08-17 00:29:01 EDT
344811351,P,LOG,2020-08-17 00:29:01 EDT
344811369,P,LOG,2020-08-17 00:29:01 EDT
344811369,S,LOG,2020-08-17 00:29:01 EDT
344811377,S,CONSTR,2020-08-17 00:29:01 EDT
344811377,P,CONSTR,2020-08-17 00:29:01 EDT
344811393,P,ASBESTOS,2020-08-17 00:29:01 EDT
344811393,S,ASBESTOS,2020-08-17 00:29:01 EDT
344811427,P,LOG,2020-08-17 00:29:01 EDT
344811427,S,LOG,2020-08-17 00:29:01 EDT
344811443,P,CONSTR,2020-08-17 00:29:01 EDT
344811443,S,CONSTR,2020-08-17 00:29:01 EDT
344811476,P,HOSP,2020-08-17 00:29:01 EDT
344811476,S,HOSP,2020-08-17 00:29:01 EDT
344811500,P,CONSTR,2020-08-17 00:29:01 EDT
344811500,S,CONSTR,2020-08-17 00:29:01 EDT
344811518,P,CONSTR,2020-08-17 00:29:01 EDT
344811518,S,CONSTR,2020-08-17 00:29:01 EDT
344811526,P,CONSTR,2020-08-17 00:29:01 EDT
344811526,S,CONSTR,2020-08-17 00:29:01 EDT
344811534,P,CONSTR,2020-08-17 00:29:01 EDT
344811534,S,CONSTR,2020-08-17 00:29:01 EDT
344811559,P,CONSTR,2020-08-17 00:29:01 EDT
344811559,S,CONSTR,2020-08-17 00:29:01 EDT
344811575,L,FALL,2020-08-17 00:29:01 EDT
344811583,S,FALL,2020-08-17 00:29:01 EDT
344811591,N,CTARGET,2020-08-17 00:29:01 EDT
344811591,P,CTARGET,2020-08-17 00:29:01 EDT
344811609,N,CTARGET,2020-08-17 00:29:01 EDT
344811609,P,CTARGET,2020-08-17 00:29:01 EDT
344811617,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344811617,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344811625,L,FALL,2020-08-17 00:29:01 EDT
344811625,P,FALL,2020-08-17 00:29:01 EDT
344811633,N,AMPUTATE,2020-08-17 00:29:01 EDT
344811641,L,FALL,2020-08-17 00:29:01 EDT
344811641,P,FALL,2020-08-17 00:29:01 EDT
344811658,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344811658,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344811666,L,FALL,2020-08-17 00:29:01 EDT
344811666,L,FORKLIFT,2020-08-17 00:29:01 EDT
344811666,N,CTARGET,2020-08-17 00:29:01 EDT
344811666,P,CTARGET,2020-08-17 00:29:01 EDT
344811674,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344811674,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344811682,L,FALL,2020-08-17 00:29:01 EDT
344811682,L,FORKLIFT,2020-08-17 00:29:01 EDT
344811682,N,CTARGET,2020-08-17 00:29:01 EDT
344811682,P,CTARGET,2020-08-17 00:29:01 EDT
344811724,N,LEAD,2020-08-17 00:29:01 EDT
344811732,L,FALL,2020-08-17 00:29:01 EDT
344811740,L,FALL,2020-08-17 00:29:01 EDT
344811740,P,FALL,2020-08-17 00:29:01 EDT
344811765,L,FALL,2020-08-17 00:29:01 EDT
344811765,P,FALL,2020-08-17 00:29:01 EDT
344811781,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344811781,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344811799,L,FALL,2020-08-17 00:29:01 EDT
344811799,L,FORKLIFT,2020-08-17 00:29:01 EDT
344811799,P,FALL,2020-08-17 00:29:01 EDT
344811807,L,FALL,2020-08-17 00:29:01 EDT
344811849,L,FALL,2020-08-17 00:29:01 EDT
344811849,L,FORKLIFT,2020-08-17 00:29:01 EDT
344811849,P,FALL,2020-08-17 00:29:01 EDT
344811856,L,FALL,2020-08-17 00:29:01 EDT
344811864,L,FALL,2020-08-17 00:29:01 EDT
344811864,L,FORKLIFT,2020-08-17 00:29:01 EDT
344811864,P,FALL,2020-08-17 00:29:01 EDT
344811880,N,CTARGET,2020-08-17 00:29:01 EDT
344811880,P,CTARGET,2020-08-17 00:29:01 EDT
344811914,N,TRENCH,2020-08-17 00:29:01 EDT
344811948,S,MUNICIPAL ,2020-08-17 00:29:01 EDT
344811955,N,RCS-NEP,2020-08-17 00:29:01 EDT
344811963,S,FRI,2020-08-17 00:29:01 EDT
344811963,N,AMPUTATE,2020-08-17 00:29:01 EDT
344811963,P,AMPUTATE,2020-08-17 00:29:01 EDT
344811997,L,CONSTR6,2020-08-17 00:29:01 EDT
344812003,L,FALL,2020-08-17 00:29:01 EDT
344812011,P,FALL,2020-08-17 00:29:01 EDT
344812011,S,FALL,2020-08-17 00:29:01 EDT
344812029,S,FALL,2020-08-17 00:29:01 EDT
344812037,L,CONSTR6,2020-08-17 00:29:01 EDT
344812045,P,FALL,2020-08-17 00:29:01 EDT
344812045,S,FALL,2020-08-17 00:29:01 EDT
344812052,L,FALL,2020-08-17 00:29:01 EDT
344812052,P,FALL,2020-08-17 00:29:01 EDT
344812060,L,FALL,2020-08-17 00:29:01 EDT
344812086,P,FALL,2020-08-17 00:29:01 EDT
344812086,S,FALL,2020-08-17 00:29:01 EDT
344812110,L,FALL,2020-08-17 00:29:01 EDT
344812136,L,FALL,2020-08-17 00:29:01 EDT
344812151,S,PUBLIC SECTOR,2020-08-17 00:29:01 EDT
344812169,S,FRI,2020-08-17 00:29:01 EDT
344812169,S,FALL,2020-08-17 00:29:01 EDT
344812169,S,SCAFFOLD,2020-08-17 00:29:01 EDT
344812177,N,CTARGET,2020-08-17 00:29:01 EDT
344812177,P,CTARGET,2020-08-17 00:29:01 EDT
344812185,N,TRENCH,2020-08-17 00:29:01 EDT
344812185,P,TRENCH,2020-08-17 00:29:01 EDT
344812193,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344812193,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344812219,L,FALL,2020-08-17 00:29:01 EDT
344812235,L,FALL,2020-08-17 00:29:01 EDT
344812235,P,FALL,2020-08-17 00:29:01 EDT
344812250,S,FALL,2020-08-17 00:29:01 EDT
344812284,L,FALL,2020-08-17 00:29:01 EDT
344812292,L,FALL,2020-08-17 00:29:01 EDT
344812292,P,FALL,2020-08-17 00:29:01 EDT
344812300,S,FALL,2020-08-17 00:29:01 EDT
344812300,S,FRI,2020-08-17 00:29:01 EDT
344812300,S,SCAFFOLD,2020-08-17 00:29:01 EDT
344812318,S,FALL,2020-08-17 00:29:01 EDT
344812318,S,FRI,2020-08-17 00:29:01 EDT
344812318,S,SCAFFOLD,2020-08-17 00:29:01 EDT
344812326,L,FALL,2020-08-17 00:29:01 EDT
344812334,L,FORKLIFT,2020-08-17 00:29:01 EDT
344812359,P,HHUNIT,2020-08-17 00:29:01 EDT
344812359,S,HHUNIT,2020-08-17 00:29:01 EDT
344812375,L,CONSTR6,2020-08-17 00:29:01 EDT
344812375,P,CONSTR6,2020-08-17 00:29:01 EDT
344812383,L,FALL,2020-08-17 00:29:01 EDT
344812409,S,HHUNIT,2020-08-17 00:29:01 EDT
344812409,P,HHUNIT,2020-08-17 00:29:01 EDT
344812417,P,TRENCH,2020-08-17 00:29:01 EDT
344812417,N,TRENCH,2020-08-17 00:29:01 EDT
344812417,N,CTARGET,2020-08-17 00:29:01 EDT
344812425,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344812425,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344812458,N,AMPUTATE,2020-08-17 00:29:01 EDT
344812458,P,AMPUTATE,2020-08-17 00:29:01 EDT
344812466,P,FALL,2020-08-17 00:29:01 EDT
344812466,L,FALL,2020-08-17 00:29:01 EDT
344812490,N,RCS-NEP,2020-08-17 00:29:01 EDT
344812524,L,FALL,2020-08-17 00:29:01 EDT
344812540,P,HHUNIT,2020-08-17 00:29:01 EDT
344812540,S,HHUNIT,2020-08-17 00:29:01 EDT
344812573,N,AMPUTATE,2020-08-17 00:29:01 EDT
344812581,N,TRENCH,2020-08-17 00:29:01 EDT
344812581,P,TRENCH,2020-08-17 00:29:01 EDT
344812607,N,TRENCH,2020-08-17 00:29:01 EDT
344812607,P,TRENCH,2020-08-17 00:29:01 EDT
344812615,P,CONSTRUCTION,2020-08-17 00:29:01 EDT
344812615,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344812631,S,HH,2020-08-17 00:29:01 EDT
344812649,L,FALL,2020-08-17 00:29:01 EDT
344812664,L,FALL,2020-08-17 00:29:01 EDT
344812672,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344812672,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344812714,L,FALL,2020-08-17 00:29:01 EDT
344812722,L,FALL,2020-08-17 00:29:01 EDT
344812730,L,XFALLELEC,2020-08-17 00:29:01 EDT
344812730,P,XFALLELEC,2020-08-17 00:29:01 EDT
344812755,L,FALL,2020-08-17 00:29:01 EDT
344812771,N,AMPUTATE,2020-08-17 00:29:01 EDT
344812797,N,CTARGET,2020-08-17 00:29:01 EDT
344812797,S,FALL,2020-08-17 00:29:01 EDT
344812839,S,HHPI,2020-08-17 00:29:01 EDT
344812847,L,FALL,2020-08-17 00:29:01 EDT
344812862,P,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344812862,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344812862,N,CTARGET,2020-08-17 00:29:01 EDT
344812904,L,FALL,2020-08-17 00:29:01 EDT
344812904,P,FALL,2020-08-17 00:29:01 EDT
344812912,P,HHUNIT,2020-08-17 00:29:01 EDT
344812912,S,HHUNIT,2020-08-17 00:29:01 EDT
344812920,N,CTARGET,2020-08-17 00:29:01 EDT
344812920,S,FALL,2020-08-17 00:29:01 EDT
344812920,P,FALL,2020-08-17 00:29:01 EDT
344812979,L,FALL,2020-08-17 00:29:01 EDT
344812987,P,HHUNIT,2020-08-17 00:29:01 EDT
344812987,S,HHUNIT,2020-08-17 00:29:01 EDT
344813027,L,FEDCONST,2020-08-17 00:29:01 EDT
344813027,P,FEDCONST,2020-08-17 00:29:01 EDT
344813068,N,CTARGET,2020-08-17 00:29:01 EDT
344813068,P,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344813068,S,SAFETY GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344813076,L,WORKZONE,2020-08-17 00:29:01 EDT
344813084,L,FALL,2020-08-17 00:29:01 EDT
344813084,P,FALL,2020-08-17 00:29:01 EDT
344813126,L,FALL,2020-08-17 00:29:01 EDT
344813159,N,AMPUTATE,2020-08-17 00:29:01 EDT
344813167,L,FALL,2020-08-17 00:29:01 EDT
344813191,P,FALL,2020-08-17 00:29:01 EDT
344813191,S,FALL,2020-08-17 00:29:01 EDT
344813209,P,FALL,2020-08-17 00:29:01 EDT
344813209,S,FALL,2020-08-17 00:29:01 EDT
344813225,L,FALL,2020-08-17 00:29:01 EDT
344813225,P,FALL,2020-08-17 00:29:01 EDT
344813241,P,RESCON,2020-08-17 00:29:01 EDT
344813241,S,RESCON,2020-08-17 00:29:01 EDT
344813282,P,HHUNIT,2020-08-17 00:29:01 EDT
344813282,S,HHUNIT,2020-08-17 00:29:01 EDT
344813332,S,MINING,2020-08-17 00:29:01 EDT
344813332,P,MINING,2020-08-17 00:29:01 EDT
344813407,S,LOGGING,2020-08-17 00:29:01 EDT
344813555,N,LEAD,2020-08-17 00:29:01 EDT
344813654,S,SI,2020-08-17 00:29:01 EDT
344813670,S,ES,2020-08-17 00:29:01 EDT
344813688,S,DANGER,2020-08-17 00:29:01 EDT
344813696,S,AGI,2020-08-17 00:29:01 EDT
344813704,S,AGI,2020-08-17 00:29:01 EDT
344813712,S,AGI,2020-08-17 00:29:01 EDT
344813720,S,AGI,2020-08-17 00:29:01 EDT
344813738,S,AGI,2020-08-17 00:29:01 EDT
344813746,S,AGI,2020-08-17 00:29:01 EDT
344813753,S,AGI,2020-08-17 00:29:01 EDT
344813761,S,DANGER,2020-08-17 00:29:01 EDT
344813779,S,ES,2020-08-17 00:29:01 EDT
344813803,P,FALL,2020-08-17 00:29:01 EDT
344813803,S,FALL,2020-08-17 00:29:01 EDT
344813803,S,HEAT,2020-08-17 00:29:01 EDT
344813811,P,HEAT,2020-08-17 00:29:01 EDT
344813811,S,HEAT,2020-08-17 00:29:01 EDT
