activity_nr,prog_type,prog_value,load_dt
344734926,S,PERMIT,2020-08-17 00:29:01 EDT
344734934,N,AMPUTATE,2020-08-17 00:29:01 EDT
344734942,P,FALL,2020-08-17 00:29:01 EDT
344734942,S,FALL,2020-08-17 00:29:01 EDT
344734975,L,FALL,2020-08-17 00:29:01 EDT
344734975,P,FALL,2020-08-17 00:29:01 EDT
344734991,N,TRENCH,2020-08-17 00:29:01 EDT
344734991,P,TRENCH,2020-08-17 00:29:01 EDT
344734991,S,PERMIT,2020-08-17 00:29:01 EDT
344735022,N,AMPUTATE,2020-08-17 00:29:01 EDT
344735030,S,CONSTRUCTION,2020-08-17 00:29:01 EDT
344735071,L,FALL,2020-08-17 00:29:01 EDT
344735121,L,XFALLELEC,2020-08-17 00:29:01 EDT
344735121,P,XFALLELEC,2020-08-17 00:29:01 EDT
344735139,S,FALL,2020-08-17 00:29:01 EDT
344735147,L,FALL,2020-08-17 00:29:01 EDT
344735196,S,FALL,2020-08-17 00:29:01 EDT
344735204,L,FALL,2020-08-17 00:29:01 EDT
344735220,L,XFALLELEC,2020-08-17 00:29:01 EDT
344735220,P,XFALLELEC,2020-08-17 00:29:01 EDT
344735246,L,XFALLELEC,2020-08-17 00:29:01 EDT
344735246,P,XFALLELEC,2020-08-17 00:29:01 EDT
344735261,S,FALL,2020-08-17 00:29:01 EDT
344735287,S,RESCON,2020-08-17 00:29:01 EDT
344735329,L,FALL,2020-08-17 00:29:01 EDT
344735378,P,TRENCHING,2020-08-17 00:29:01 EDT
344735378,S,RESCON,2020-08-17 00:29:01 EDT
344735378,S,TRENCHING,2020-08-17 00:29:01 EDT
344735394,P,FALL,2020-08-17 00:29:01 EDT
344735394,S,FALL,2020-08-17 00:29:01 EDT
344735402,N,TRENCH,2020-08-17 00:29:01 EDT
344735402,S,PERMIT,2020-08-17 00:29:01 EDT
344735402,P,PERMIT,2020-08-17 00:29:01 EDT
344735410,L,GUTREH,2020-08-17 00:29:01 EDT
344735436,S,FALL,2020-08-17 00:29:01 EDT
344735451,L,OHPWRLNE,2020-08-17 00:29:01 EDT
344735493,P,HHUNIT,2020-08-17 00:29:01 EDT
344735493,S,HHUNIT,2020-08-17 00:29:01 EDT
344735519,N,TRENCH,2020-08-17 00:29:01 EDT
344735519,P,PERMIT,2020-08-17 00:29:01 EDT
344735519,S,PERMIT,2020-08-17 00:29:01 EDT
344735568,S,FALL,2020-08-17 00:29:01 EDT
344735576,P,HHUNIT,2020-08-17 00:29:01 EDT
344735576,S,HHUNIT,2020-08-17 00:29:01 EDT
344735600,L,OHPWRLNE,2020-08-17 00:29:01 EDT
344735618,L,OHPWRLNE,2020-08-17 00:29:01 EDT
344735717,S,ES,2020-08-17 00:29:01 EDT
344735733,S,SI,2020-08-17 00:29:01 EDT
344735774,S,AGI,2020-08-17 00:29:01 EDT
344735808,N,AMPUTATE,2020-08-17 00:29:01 EDT
344735808,P,AMPUTATE,2020-08-17 00:29:01 EDT
344735840,N,TRENCH,2020-08-17 00:29:01 EDT
344735840,P,TRENCH,2020-08-17 00:29:01 EDT
344735857,P,HOSP,2020-08-17 00:29:01 EDT
344735857,S,HOSP,2020-08-17 00:29:01 EDT
344735881,P,AGRI,2020-08-17 00:29:01 EDT
344735881,S,AGRI,2020-08-17 00:29:01 EDT
344735915,P,CONSTR,2020-08-17 00:29:01 EDT
344735915,S,CONSTR,2020-08-17 00:29:01 EDT
344735931,P,CONSTR,2020-08-17 00:29:01 EDT
344735931,S,CONSTR,2020-08-17 00:29:01 EDT
344735949,P,HOSP,2020-08-17 00:29:01 EDT
344735949,S,HOSP,2020-08-17 00:29:01 EDT
344735972,P,AGRI,2020-08-17 00:29:01 EDT
344735972,S,AGRI,2020-08-17 00:29:01 EDT
344736046,L,FALL,2020-08-17 00:29:01 EDT
344736046,P,FALL,2020-08-17 00:29:01 EDT
344736061,P,ASBESTOS,2020-08-17 00:29:01 EDT
344736061,S,ASBESTOS,2020-08-17 00:29:01 EDT
344736079,L,FALL,2020-08-17 00:29:01 EDT
344736079,P,FALL,2020-08-17 00:29:01 EDT
344736095,N,AMPUTATE,2020-08-17 00:29:01 EDT
344736111,L,CONSTR6,2020-08-17 00:29:01 EDT
344736111,P,CONSTR6,2020-08-17 00:29:01 EDT
344736129,L,FALL,2020-08-17 00:29:01 EDT
344736129,P,FALL,2020-08-17 00:29:01 EDT
344736137,L,FALL,2020-08-17 00:29:01 EDT
344736145,L,FALL,2020-08-17 00:29:01 EDT
344736152,L,FALL,2020-08-17 00:29:01 EDT
344736152,P,FALL,2020-08-17 00:29:01 EDT
344736178,L,FALL,2020-08-17 00:29:01 EDT
344736186,N,TRENCH,2020-08-17 00:29:01 EDT
344736186,P,TRENCH,2020-08-17 00:29:01 EDT
344736194,L,FALL,2020-08-17 00:29:01 EDT
344736194,P,FALL,2020-08-17 00:29:01 EDT
344736228,L,FALL,2020-08-17 00:29:01 EDT
344736228,P,FALL,2020-08-17 00:29:01 EDT
344736236,L,FALL,2020-08-17 00:29:01 EDT
344736236,P,FALL,2020-08-17 00:29:01 EDT
344736244,L,CONSTR6,2020-08-17 00:29:01 EDT
344736251,N,CTARGET,2020-08-17 00:29:01 EDT
344736251,P,CTARGET,2020-08-17 00:29:01 EDT
344736277,N,CTARGET,2020-08-17 00:29:01 EDT
344736277,P,CTARGET,2020-08-17 00:29:01 EDT
344736293,L,FALL,2020-08-17 00:29:01 EDT
344736293,P,FALL,2020-08-17 00:29:01 EDT
344736301,S,FALL,2020-08-17 00:29:01 EDT
344736343,P,CTARGET,2020-08-17 00:29:01 EDT
344736343,N,CTARGET,2020-08-17 00:29:01 EDT
344736418,L,FALL,2020-08-17 00:29:01 EDT
344736418,P,FALL,2020-08-17 00:29:01 EDT
344736426,L,CONSTR6,2020-08-17 00:29:01 EDT
344736467,N,AMPUTATE,2020-08-17 00:29:01 EDT
344736525,L,FALL,2020-08-17 00:29:01 EDT
344736525,P,FALL,2020-08-17 00:29:01 EDT
344736533,P,ASBESTOS,2020-08-17 00:29:01 EDT
344736533,S,ASBESTOS,2020-08-17 00:29:01 EDT
344736574,P,ASBESTOS,2020-08-17 00:29:01 EDT
344736574,S,ASBESTOS,2020-08-17 00:29:01 EDT
344736590,L,HHHT50,2020-08-17 00:29:01 EDT
344736590,P,HHHT50,2020-08-17 00:29:01 EDT
344736616,L,FALL,2020-08-17 00:29:01 EDT
344736616,P,FALL,2020-08-17 00:29:01 EDT
344736657,N,AMPUTATE,2020-08-17 00:29:01 EDT
344736657,S,AMPUTATE,2020-08-17 00:29:01 EDT
344736681,N,TRENCH,2020-08-17 00:29:01 EDT
344736681,P,TRENCH,2020-08-17 00:29:01 EDT
344736723,S,FALL,2020-08-17 00:29:01 EDT
344736780,S,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344736780,P,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344736830,P,PERMIT,2020-08-17 00:29:01 EDT
344736830,S,PERMIT,2020-08-17 00:29:01 EDT
344736848,P,HHUNIT,2020-08-17 00:29:01 EDT
344736848,S,HHUNIT,2020-08-17 00:29:01 EDT
344736889,N,CTARGET,2020-08-17 00:29:01 EDT
344736921,L,FALL,2020-08-17 00:29:01 EDT
344736939,S,RESCON,2020-08-17 00:29:01 EDT
344736939,P,RESCON,2020-08-17 00:29:01 EDT
344737143,S,ES,2020-08-17 00:29:01 EDT
344737168,S,DANGER,2020-08-17 00:29:01 EDT
344737192,P,FALL,2020-08-17 00:29:01 EDT
344737192,S,FALL,2020-08-17 00:29:01 EDT
344737200,P,LOGGING,2020-08-17 00:29:01 EDT
344737200,S,LOGGING,2020-08-17 00:29:01 EDT
344737226,P,WALEP,2020-08-17 00:29:01 EDT
344737226,S,WALEP,2020-08-17 00:29:01 EDT
344737242,P,LOG,2020-08-17 00:29:01 EDT
344737242,S,LOG,2020-08-17 00:29:01 EDT
344737259,P,LOG,2020-08-17 00:29:01 EDT
344737259,S,LOG,2020-08-17 00:29:01 EDT
344737275,P,HOSP,2020-08-17 00:29:01 EDT
344737275,S,HOSP,2020-08-17 00:29:01 EDT
344737283,P,CONSTR,2020-08-17 00:29:01 EDT
344737283,S,CONSTR,2020-08-17 00:29:01 EDT
344737291,P,CONSTR,2020-08-17 00:29:01 EDT
344737291,S,CONSTR,2020-08-17 00:29:01 EDT
344737309,P,CONSTR,2020-08-17 00:29:01 EDT
344737309,S,CONSTR,2020-08-17 00:29:01 EDT
344737317,P,CONSTR,2020-08-17 00:29:01 EDT
344737317,S,CONSTR,2020-08-17 00:29:01 EDT
344737366,P,CONSTR,2020-08-17 00:29:01 EDT
344737366,S,CONSTR,2020-08-17 00:29:01 EDT
344737374,P,CONSTR,2020-08-17 00:29:01 EDT
344737374,S,CONSTR,2020-08-17 00:29:01 EDT
344737382,P,CONSTR,2020-08-17 00:29:01 EDT
344737382,S,CONSTR,2020-08-17 00:29:01 EDT
344737390,P,CONSTR,2020-08-17 00:29:01 EDT
344737390,S,CONSTR,2020-08-17 00:29:01 EDT
344737408,P,CONSTR,2020-08-17 00:29:01 EDT
344737408,S,CONSTR,2020-08-17 00:29:01 EDT
344737432,P,CONSTR,2020-08-17 00:29:01 EDT
344737432,S,CONSTR,2020-08-17 00:29:01 EDT
344737465,S,WPV,2020-08-17 00:29:01 EDT
344737499,S,WORKZONE,2020-08-17 00:29:01 EDT
344737499,P,WORKZONE,2020-08-17 00:29:01 EDT
344737523,N,AMPUTATE,2020-08-17 00:29:01 EDT
344737531,S,HH,2020-08-17 00:29:01 EDT
344737663,S,STATE,2020-08-17 00:29:01 EDT
344737689,P,XFALLELEC,2020-08-17 00:29:01 EDT
344737689,L,XFALLELEC,2020-08-17 00:29:01 EDT
344737721,N,CTARGET,2020-08-17 00:29:01 EDT
344737721,P,CTARGET,2020-08-17 00:29:01 EDT
344737754,N,CTARGET,2020-08-17 00:29:01 EDT
344737754,P,CTARGET,2020-08-17 00:29:01 EDT
344737788,P,FRI,2020-08-17 00:29:01 EDT
344737788,S,FRI,2020-08-17 00:29:01 EDT
344737812,S,FRI,2020-08-17 00:29:01 EDT
344737820,N,CTARGET,2020-08-17 00:29:01 EDT
344737820,S,RESCON,2020-08-17 00:29:01 EDT
344737820,S,TRENCHING,2020-08-17 00:29:01 EDT
344737853,N,CTARGET,2020-08-17 00:29:01 EDT
344737853,P,CTARGET,2020-08-17 00:29:01 EDT
344737937,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344737937,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344737952,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344737952,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344737978,L,FALL,2020-08-17 00:29:01 EDT
344737978,P,FALL,2020-08-17 00:29:01 EDT
344738018,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344738018,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344738026,L,FALL,2020-08-17 00:29:01 EDT
344738042,N,CTARGET,2020-08-17 00:29:01 EDT
344738042,P,CTARGET,2020-08-17 00:29:01 EDT
344738075,L,CONSTR6,2020-08-17 00:29:01 EDT
344738133,P,HEALTH GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344738133,S,HEALTH GENERAL SCHEDULE,2020-08-17 00:29:01 EDT
344738141,S,HH,2020-08-17 00:29:01 EDT
344738166,S,HHPI,2020-08-17 00:29:01 EDT
344738182,P,PERMIT,2020-08-17 00:29:01 EDT
344738182,S,PERMIT,2020-08-17 00:29:01 EDT
344738232,L,FORKLIFT,2020-08-17 00:29:01 EDT
344738265,N,CTARGET,2020-08-17 00:29:01 EDT
344738273,P,HHUNIT,2020-08-17 00:29:01 EDT
344738273,S,HHUNIT,2020-08-17 00:29:01 EDT
344738281,L,CRANE,2020-08-17 00:29:01 EDT
344738281,L,FALL,2020-08-17 00:29:01 EDT
344738281,L,RESCON,2020-08-17 00:29:01 EDT
344738307,L,CRANE,2020-08-17 00:29:01 EDT
344738307,L,RESCON,2020-08-17 00:29:01 EDT
344738307,L,FALL,2020-08-17 00:29:01 EDT
344738406,S,HHPI,2020-08-17 00:29:01 EDT
344738422,S,HHPI,2020-08-17 00:29:01 EDT
344738430,P,HHPI,2020-08-17 00:29:01 EDT
344738430,S,HHPI,2020-08-17 00:29:01 EDT
344738604,S,SILICA,2020-08-17 00:29:01 EDT
344738638,S,ISOCYAN,2020-08-17 00:29:01 EDT
344738638,P,ISOCYAN,2020-08-17 00:29:01 EDT
344738711,L,XFALLELEC,2020-08-17 00:29:01 EDT
344738711,P,XFALLELEC,2020-08-17 00:29:01 EDT
344738729,L,FALL,2020-08-17 00:29:01 EDT
344738729,P,FALL,2020-08-17 00:29:01 EDT
344738737,P,HHUNIT,2020-08-17 00:29:01 EDT
344738737,S,HHUNIT,2020-08-17 00:29:01 EDT
344738778,S,HOSP,2020-08-17 00:29:01 EDT
344738778,P,HOSP,2020-08-17 00:29:01 EDT
344738794,P,AGRI,2020-08-17 00:29:01 EDT
344738794,S,AGRI,2020-08-17 00:29:01 EDT
344738802,P,AGRI,2020-08-17 00:29:01 EDT
344738802,S,AGRI,2020-08-17 00:29:01 EDT
344738828,P,WALEP,2020-08-17 00:29:01 EDT
344738828,S,WALEP,2020-08-17 00:29:01 EDT
344738844,P,WALEP,2020-08-17 00:29:01 EDT
344738844,S,WALEP,2020-08-17 00:29:01 EDT
344738851,P,CONSTR,2020-08-17 00:29:01 EDT
344738851,S,CONSTR,2020-08-17 00:29:01 EDT
344738869,P,HOSP,2020-08-17 00:29:01 EDT
344738869,S,HOSP,2020-08-17 00:29:01 EDT
344738919,P,CONSTR,2020-08-17 00:29:01 EDT
344738919,S,CONSTR,2020-08-17 00:29:01 EDT
344738927,P,CONSTR,2020-08-17 00:29:01 EDT
344738927,S,CONSTR,2020-08-17 00:29:01 EDT
344738935,P,CONSTR,2020-08-17 00:29:01 EDT
344738935,S,CONSTR,2020-08-17 00:29:01 EDT
344738992,P,CONSTR,2020-08-17 00:29:01 EDT
344738992,S,CONSTR,2020-08-17 00:29:01 EDT
344739008,P,CONSTR,2020-08-17 00:29:01 EDT
344739008,S,CONSTR,2020-08-17 00:29:01 EDT
344739016,P,CONSTR,2020-08-17 00:29:01 EDT
344739016,S,CONSTR,2020-08-17 00:29:01 EDT
344739024,P,FALL,2020-08-17 00:29:01 EDT
344739024,S,FALL,2020-08-17 00:29:01 EDT
344739032,P,WORKZONE,2020-08-17 00:29:01 EDT
344739032,S,WORKZONE,2020-08-17 00:29:01 EDT
344739073,L,CONSTR6,2020-08-17 00:29:01 EDT
344739073,N,TRENCH,2020-08-17 00:29:01 EDT
344739107,L,FALL,2020-08-17 00:29:01 EDT
344739107,P,FALL,2020-08-17 00:29:01 EDT
344739131,L,CONSTR6,2020-08-17 00:29:01 EDT
344739131,P,CONSTR6,2020-08-17 00:29:01 EDT
344739172,S,FALL,2020-08-17 00:29:01 EDT
344739289,N,RCS-NEP,2020-08-17 00:29:01 EDT
344739289,N,TRENCH,2020-08-17 00:29:01 EDT
344739297,L,FALL,2020-08-17 00:29:01 EDT
344739313,L,FALL,2020-08-17 00:29:01 EDT
344739321,P,TRENCH,2020-08-17 00:29:01 EDT
344739321,N,TRENCH,2020-08-17 00:29:01 EDT
344739321,S,PERMIT,2020-08-17 00:29:01 EDT
344739339,N,TRENCH,2020-08-17 00:29:01 EDT
344739354,L,FALL,2020-08-17 00:29:01 EDT
344739370,S,FALL,2020-08-17 00:29:01 EDT
344739420,S,RESCON,2020-08-17 00:29:01 EDT
344739420,P,RESCON,2020-08-17 00:29:01 EDT
344739503,N,AMPUTATE,2020-08-17 00:29:01 EDT
344739503,S,GUARDLOCK/AMPUTATE,2020-08-17 00:29:01 EDT
344739560,S,FALL,2020-08-17 00:29:01 EDT
344739594,L,XFALLELEC,2020-08-17 00:29:01 EDT
344739594,P,XFALLELEC,2020-08-17 00:29:01 EDT
344739602,N,AMPUTATE,2020-08-17 00:29:01 EDT
344739602,S,AMPUTATE,2020-08-17 00:29:01 EDT
344739636,N,AMPUTATE,2020-08-17 00:29:01 EDT
344739636,S,AMPUTATE,2020-08-17 00:29:01 EDT
344739644,S,FALL,2020-08-17 00:29:01 EDT
344739651,N,TRENCH,2020-08-17 00:29:01 EDT
344739651,S,PERMIT,2020-08-17 00:29:01 EDT
344739651,P,TRENCH,2020-08-17 00:29:01 EDT
344739677,P,HHUNIT,2020-08-17 00:29:01 EDT
344739677,S,HHUNIT,2020-08-17 00:29:01 EDT
344739685,L,CONSTR6,2020-08-17 00:29:01 EDT
344739685,P,CONSTR6,2020-08-17 00:29:01 EDT
344739891,S,DANGER,2020-08-17 00:29:01 EDT
344739909,S,DANGER,2020-08-17 00:29:01 EDT
344739917,P,FALL,2020-08-17 00:29:01 EDT
344739917,S,FALL,2020-08-17 00:29:01 EDT
344739933,P,EUC,2020-08-17 00:29:01 EDT
344739933,S,EUC,2020-08-17 00:29:01 EDT
344740097,S,CONSTR,2020-08-17 00:29:01 EDT
344740097,P,CONSTR,2020-08-17 00:29:01 EDT
344740121,L,FALL,2020-08-17 00:29:01 EDT
344740121,P,FALL,2020-08-17 00:29:01 EDT
344740139,L,FALL,2020-08-17 00:29:01 EDT
344740139,P,FALL,2020-08-17 00:29:01 EDT
344740147,L,CONSTR6,2020-08-17 00:29:01 EDT
344740147,P,CONSTR6,2020-08-17 00:29:01 EDT
344740154,L,FALL,2020-08-17 00:29:01 EDT
344740154,P,FALL,2020-08-17 00:29:01 EDT
344740162,L,FALL,2020-08-17 00:29:01 EDT
344740162,L,PIV,2020-08-17 00:29:01 EDT
344740170,N,TRENCH,2020-08-17 00:29:01 EDT
344740170,S,CRSHSTRK,2020-08-17 00:29:01 EDT
344740188,L,FALL,2020-08-17 00:29:01 EDT
344740188,L,PIV,2020-08-17 00:29:01 EDT
344740196,L,CONSTR6,2020-08-17 00:29:01 EDT
344740196,P,CONSTR6,2020-08-17 00:29:01 EDT
344740204,S,FRI,2020-08-17 00:29:01 EDT
344740212,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344740212,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344740246,L,CONSTR6,2020-08-17 00:29:01 EDT
344740246,P,CONSTR6,2020-08-17 00:29:01 EDT
344740253,N,LEAD,2020-08-17 00:29:01 EDT
344740253,P,LEAD,2020-08-17 00:29:01 EDT
344740261,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344740261,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344740279,L,FALL,2020-08-17 00:29:01 EDT
344740279,P,FALL,2020-08-17 00:29:01 EDT
344740287,L,CONSTR6,2020-08-17 00:29:01 EDT
344740329,P,ASBESTOS,2020-08-17 00:29:01 EDT
344740329,S,ASBESTOS,2020-08-17 00:29:01 EDT
344740337,S,Trench,2020-08-17 00:29:01 EDT
344740337,S,WORKZONE,2020-08-17 00:29:01 EDT
344740352,S,Trench,2020-08-17 00:29:01 EDT
344740352,S,WORKZONE,2020-08-17 00:29:01 EDT
344740360,L,FALL,2020-08-17 00:29:01 EDT
344740360,P,FALL,2020-08-17 00:29:01 EDT
344740378,S,FALL,2020-08-17 00:29:01 EDT
344740402,P,RESCON,2020-08-17 00:29:01 EDT
344740402,S,RESCON,2020-08-17 00:29:01 EDT
344740444,L,FALL,2020-08-17 00:29:01 EDT
344740444,P,FALL,2020-08-17 00:29:01 EDT
344740477,S,HH,2020-08-17 00:29:01 EDT
344740493,N,CTARGET,2020-08-17 00:29:01 EDT
344740493,P,CTARGET,2020-08-17 00:29:01 EDT
344740501,S,FALL,2020-08-17 00:29:01 EDT
344740543,L,FALL,2020-08-17 00:29:01 EDT
344740543,P,FALL,2020-08-17 00:29:01 EDT
344740568,N,CTARGET,2020-08-17 00:29:01 EDT
344740568,P,CTARGET,2020-08-17 00:29:01 EDT
344740576,P,FALL,2020-08-17 00:29:01 EDT
344740576,S,FALL,2020-08-17 00:29:01 EDT
344740618,N,CTARGET,2020-08-17 00:29:01 EDT
344740618,P,CTARGET,2020-08-17 00:29:01 EDT
344740642,N,CTARGET,2020-08-17 00:29:01 EDT
344740642,P,CTARGET,2020-08-17 00:29:01 EDT
344740659,S,FALL,2020-08-17 00:29:01 EDT
344740675,P,ASBESTOS,2020-08-17 00:29:01 EDT
344740675,S,ASBESTOS,2020-08-17 00:29:01 EDT
344740683,N,CTARGET,2020-08-17 00:29:01 EDT
344740683,P,CTARGET,2020-08-17 00:29:01 EDT
344740691,L,CONSTR6,2020-08-17 00:29:01 EDT
344740709,N,CTARGET,2020-08-17 00:29:01 EDT
344740717,N,CTARGET,2020-08-17 00:29:01 EDT
344740725,P,ASBESTOS,2020-08-17 00:29:01 EDT
344740725,S,ASBESTOS,2020-08-17 00:29:01 EDT
344740733,L,FALL,2020-08-17 00:29:01 EDT
344740733,P,FALL,2020-08-17 00:29:01 EDT
344740766,N,CTARGET,2020-08-17 00:29:01 EDT
344740790,N,TRENCH,2020-08-17 00:29:01 EDT
344740790,P,TRENCH,2020-08-17 00:29:01 EDT
344740816,S,FALL,2020-08-17 00:29:01 EDT
344740816,S,HVYEQUIP,2020-08-17 00:29:01 EDT
344740832,L,CONSTR6,2020-08-17 00:29:01 EDT
344740832,N,TRENCH,2020-08-17 00:29:01 EDT
344740915,L,FALL,2020-08-17 00:29:01 EDT
344740915,P,FALL,2020-08-17 00:29:01 EDT
344740931,N,AMPUTATE,2020-08-17 00:29:01 EDT
344740931,S,AMPUTATE,2020-08-17 00:29:01 EDT
344740949,L,FALL,2020-08-17 00:29:01 EDT
344740949,P,FALL,2020-08-17 00:29:01 EDT
344740956,N,AMPUTATE,2020-08-17 00:29:01 EDT
344740980,L,MEATINDUSTRY,2020-08-17 00:29:01 EDT
344741012,P,CONSTR6,2020-08-17 00:29:01 EDT
344741012,L,CONSTR6,2020-08-17 00:29:01 EDT
344741038,S,FALL,2020-08-17 00:29:01 EDT
344741038,P,FALL,2020-08-17 00:29:01 EDT
344741079,L,CONSTR6,2020-08-17 00:29:01 EDT
344741079,P,CONSTR6,2020-08-17 00:29:01 EDT
344741103,N,CTARGET,2020-08-17 00:29:01 EDT
344741129,L,REPVEHICLE,2020-08-17 00:29:01 EDT
344741137,P,HHUNIT,2020-08-17 00:29:01 EDT
344741137,S,HHUNIT,2020-08-17 00:29:01 EDT
344741145,L,FALL,2020-08-17 00:29:01 EDT
344741228,S,PERMIT,2020-08-17 00:29:01 EDT
344741228,P,PERMIT,2020-08-17 00:29:01 EDT
344741269,S,CRSHSTRK,2020-08-17 00:29:01 EDT
344741269,P,FALL,2020-08-17 00:29:01 EDT
344741269,S,FALL,2020-08-17 00:29:01 EDT
344741285,L,XFALLELEC,2020-08-17 00:29:01 EDT
344741285,P,XFALLELEC,2020-08-17 00:29:01 EDT
344741293,P,FALL,2020-08-17 00:29:01 EDT
344741293,S,FALL,2020-08-17 00:29:01 EDT
344741319,P,FALL,2020-08-17 00:29:01 EDT
344741319,S,FALL,2020-08-17 00:29:01 EDT
344741327,P,FALL,2020-08-17 00:29:01 EDT
344741327,S,FALL,2020-08-17 00:29:01 EDT
344741442,S,ES,2020-08-17 00:29:01 EDT
344741459,S,DANGER,2020-08-17 00:29:01 EDT
344741467,S,DANGER,2020-08-17 00:29:01 EDT
344741525,S,AGRI,2020-08-17 00:29:01 EDT
344741525,P,AGRI,2020-08-17 00:29:01 EDT
344741616,S,CONSTR,2020-08-17 00:29:01 EDT
344741616,P,CONSTR,2020-08-17 00:29:01 EDT
344741624,S,CONSTR,2020-08-17 00:29:01 EDT
344741624,P,CONSTR,2020-08-17 00:29:01 EDT
344741699,P,MD,2020-08-17 00:29:01 EDT
344741699,S,MD,2020-08-17 00:29:01 EDT
344741723,P,CONSTR,2020-08-17 00:29:01 EDT
344741723,S,CONSTR,2020-08-17 00:29:01 EDT
344741756,L,EISAOF,2020-08-17 00:29:01 EDT
344741764,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344741764,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344741780,L,FORKLIFT,2020-08-17 00:29:01 EDT
344741798,P,FALL,2020-08-17 00:29:01 EDT
344741798,S,FALL,2020-08-17 00:29:01 EDT
344741806,N,RCS-NEP,2020-08-17 00:29:01 EDT
344741814,L,CONSTR6,2020-08-17 00:29:01 EDT
344741830,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344741830,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344741848,L,FALL,2020-08-17 00:29:01 EDT
344741848,P,FALL,2020-08-17 00:29:01 EDT
344741871,L,FALL,2020-08-17 00:29:01 EDT
344741889,P,ASBESTOS,2020-08-17 00:29:01 EDT
344741889,S,ASBESTOS,2020-08-17 00:29:01 EDT
344741897,P,RESCON,2020-08-17 00:29:01 EDT
344741897,S,RESCON,2020-08-17 00:29:01 EDT
344741947,N,AMPUTATE,2020-08-17 00:29:01 EDT
344741947,P,AMPUTATE,2020-08-17 00:29:01 EDT
344741947,S,FALL,2020-08-17 00:29:01 EDT
344741954,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344741954,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344741996,P,RESCON,2020-08-17 00:29:01 EDT
344741996,S,RESCON,2020-08-17 00:29:01 EDT
344742002,P,FALL,2020-08-17 00:29:01 EDT
344742002,S,FALL,2020-08-17 00:29:01 EDT
344742044,N,AMPUTATE,2020-08-17 00:29:01 EDT
344742044,P,FALL,2020-08-17 00:29:01 EDT
344742044,S,FALL,2020-08-17 00:29:01 EDT
344742051,P,PLANGUIDE,2020-08-17 00:29:01 EDT
344742051,S,PLANGUIDE,2020-08-17 00:29:01 EDT
344742077,L,FALL,2020-08-17 00:29:01 EDT
344742077,P,FALL,2020-08-17 00:29:01 EDT
344742085,N,CTARGET,2020-08-17 00:29:01 EDT
344742085,P,CTARGET,2020-08-17 00:29:01 EDT
344742093,L,FALL,2020-08-17 00:29:01 EDT
344742093,P,FALL,2020-08-17 00:29:01 EDT
344742119,L,FALL,2020-08-17 00:29:01 EDT
344742119,L,EISAOF,2020-08-17 00:29:01 EDT
344742127,S,RESCON,2020-08-17 00:29:01 EDT
344742127,P,RESCON,2020-08-17 00:29:01 EDT
344742135,N,CTARGET,2020-08-17 00:29:01 EDT
344742135,P,CTARGET,2020-08-17 00:29:01 EDT
344742135,S,FALL,2020-08-17 00:29:01 EDT
344742176,P,CTARGET,2020-08-17 00:29:01 EDT
344742176,S,FALL,2020-08-17 00:29:01 EDT
344742176,N,CTARGET,2020-08-17 00:29:01 EDT
344742184,P,HHUNIT,2020-08-17 00:29:01 EDT
344742184,S,HHUNIT,2020-08-17 00:29:01 EDT
344742218,S,FRI,2020-08-17 00:29:01 EDT
344742267,S,HHUNIT,2020-08-17 00:29:01 EDT
344742267,P,HHUNIT,2020-08-17 00:29:01 EDT
344742309,L,FALL,2020-08-17 00:29:01 EDT
344742317,L,FALL,2020-08-17 00:29:01 EDT
344742325,N,AMPUTATE,2020-08-17 00:29:01 EDT
344742333,L,FALL,2020-08-17 00:29:01 EDT
344742341,N,CTARGET,2020-08-17 00:29:01 EDT
344742341,P,CTARGET,2020-08-17 00:29:01 EDT
344742366,L,FALL,2020-08-17 00:29:01 EDT
344742374,L,FALL,2020-08-17 00:29:01 EDT
344742390,L,GIFALL,2020-08-17 00:29:01 EDT
344742390,L,OILGAS,2020-08-17 00:29:01 EDT
344742408,L,FALL,2020-08-17 00:29:01 EDT
344742416,S,HH,2020-08-17 00:29:01 EDT
344742416,S,WPV,2020-08-17 00:29:01 EDT
344742440,L,OHPWRLNE,2020-08-17 00:29:01 EDT
344742465,P,RESCON,2020-08-17 00:29:01 EDT
344742465,S,RESCON,2020-08-17 00:29:01 EDT
